Customer_ID,Age,Gender,Region,Tenure_Months,Subscription_Type,Monthly_Spend,Support_Tickets,Churn_Flag,Signup_Date,Annual_Spend,Signup_Year,Tenure_Group,Spend_Group
C020232,38,Female,East,47,Premium,71.06,0,0,23-05-2019,852.72,2019,2-5 yr,Q4 high
C020233,36,Male,Central,15,Enterprise,186.54,1,0,16-02-2023,2238.48,2023,1-2 yr,Q4 high
C020234,38,Male,North,90,Standard,15.04,0,1,08-04-2022,180.48,2022,5-10 yr,Q1 low
C020235,42,Male,East,28,Standard,33.81,1,0,20-04-2022,405.72,2022,2-5 yr,Q3
C020236,33,Female,East,52,Premium,63.68,0,0,05-04-2022,764.16,2022,2-5 yr,Q4 high
C020237,41,Female,East,90,Standard,15.9,1,0,13-05-2022,190.8,2022,5-10 yr,Q2
C020238,37,Female,South,79,Basic,16.56,1,0,13-11-2024,198.72,2024,5-10 yr,Q2
C020239,22,Male,West,111,Enterprise,156.23,1,0,13-04-2019,1874.76,2019,5-10 yr,Q4 high
C020240,34,Male,Central,46,Basic,17.61,1,0,22-12-2023,211.32,2023,2-5 yr,Q2
C020241,41,Male,North,22,Basic,5.74,1,0,11-02-2020,68.88,2020,1-2 yr,Q1 low
C020242,25,Female,South,46,Basic,6.46,2,0,30-07-2021,77.52,2021,2-5 yr,Q1 low
C020243,25,Female,North,20,Basic,18.6,2,1,29-07-2025,223.2,2025,1-2 yr,Q2
C020244,29,Female,South,34,Premium,95.91,2,0,08-01-2021,1150.92,2021,2-5 yr,Q4 high
C020245,37,Non-binary,West,43,Basic,5.1,3,0,02-06-2019,61.2,2019,2-5 yr,Q1 low
C020246,35,Female,Central,17,Standard,38.98,1,0,17-05-2021,467.76,2021,1-2 yr,Q3
C020247,38,Male,Central,48,Basic,9.43,3,0,29-10-2020,113.16,2020,2-5 yr,Q1 low
C020248,27,Female,North,105,Basic,9.01,0,1,03-12-2023,108.12,2023,5-10 yr,Q1 low
C020249,23,Male,East,30,Standard,27.54,3,0,08-08-2020,330.48,2020,2-5 yr,Q3
C020250,25,Male,West,119,Standard,25.42,1,0,10-10-2022,305.04,2022,5-10 yr,Q2
C020251,21,Male,Central,69,Standard,31.41,0,0,29-05-2024,376.92,2024,5-10 yr,Q3
C020252,23,Female,North,50,Standard,25.59,3,0,13-01-2025,307.08,2025,2-5 yr,Q2
C020253,35,Male,East,70,Standard,33.62,0,0,10-10-2022,403.44,2022,5-10 yr,Q3
C020254,27,Male,Central,71,Standard,32.32,1,0,14-09-2024,387.84,2024,5-10 yr,Q3
C020255,34,Female,South,106,Premium,65.83,1,0,26-02-2020,789.96,2020,5-10 yr,Q4 high
C020256,24,Female,North,9,Basic,16.19,0,0,20-03-2021,194.28,2021,6-12 mo,Q2
C020257,26,Female,East,51,Standard,15.25,0,0,29-06-2021,183,2021,2-5 yr,Q1 low
C020258,49,Male,South,67,Basic,17.36,0,0,10-08-2021,208.32,2021,5-10 yr,Q2
C020259,27,Female,Central,6,Standard,33.51,3,0,27-01-2020,402.12,2020,0-6 mo,Q3
C020260,28,Female,West,70,Basic,9.51,3,1,05-04-2021,114.12,2021,5-10 yr,Q1 low
C020261,29,Female,Central,5,Standard,23.55,3,0,11-06-2025,282.6,2025,0-6 mo,Q2
C020262,23,Male,East,90,Premium,93.75,2,0,25-07-2025,1125,2025,5-10 yr,Q4 high
C020263,24,Male,Central,91,Basic,9.84,0,1,10-01-2019,118.08,2019,5-10 yr,Q1 low
C020264,54,Female,East,22,Basic,14.19,1,0,10-05-2023,170.28,2023,1-2 yr,Q1 low
C020265,34,Male,North,104,Basic,19.82,0,0,27-06-2023,237.84,2023,5-10 yr,Q2
C020266,50,Male,East,28,Standard,18.42,1,0,20-04-2024,221.04,2024,2-5 yr,Q2
C020267,44,Female,East,93,Standard,24.14,1,0,01-05-2024,289.68,2024,5-10 yr,Q2
C020268,29,Male,South,7,Basic,13.53,2,0,03-03-2024,162.36,2024,6-12 mo,Q1 low
C020269,24,Female,West,61,Basic,10.99,0,1,23-03-2020,131.88,2020,5-10 yr,Q1 low
C020270,18,Female,North,45,Enterprise,184.7,0,1,12-02-2020,2216.4,2020,2-5 yr,Q4 high
C020271,36,Female,West,96,Basic,14.55,2,0,31-05-2023,174.6,2023,5-10 yr,Q1 low
C020272,36,Male,Central,107,Standard,16.93,1,0,13-06-2024,203.16,2024,5-10 yr,Q2
C020273,23,Male,West,97,Premium,55.81,0,1,06-08-2021,669.72,2021,5-10 yr,Q4 high
C020274,18,Male,West,85,Standard,21.93,2,0,08-02-2023,263.16,2023,5-10 yr,Q2
C020275,22,Female,West,54,Basic,13.25,1,0,23-06-2024,159,2024,2-5 yr,Q1 low
C020276,23,Female,North,20,Basic,16.63,0,0,16-06-2023,199.56,2023,1-2 yr,Q2
C020277,18,Female,South,87,Basic,16.07,2,0,22-06-2023,192.84,2023,5-10 yr,Q2
C020278,20,Female,North,20,Standard,24.05,0,0,09-08-2025,288.6,2025,1-2 yr,Q2
C020279,38,Male,East,116,Standard,15.92,1,1,05-06-2019,191.04,2019,5-10 yr,Q2
C020280,36,Male,Central,91,Standard,27.07,3,1,08-05-2021,324.84,2021,5-10 yr,Q3
C020281,30,Male,North,117,Basic,11.17,0,0,20-03-2021,134.04,2021,5-10 yr,Q1 low
C020282,26,Female,South,79,Premium,87.19,2,0,01-12-2021,1046.28,2021,5-10 yr,Q4 high
C020283,29,Female,South,2,Enterprise,145.63,2,0,08-10-2024,1747.56,2024,0-6 mo,Q4 high
C020284,26,Female,South,87,Basic,11.31,0,0,09-02-2025,135.72,2025,5-10 yr,Q1 low
C020285,37,Male,Central,59,Basic,6.21,2,1,18-05-2025,74.52,2025,2-5 yr,Q1 low
C020286,42,Male,East,75,Standard,18.54,0,0,13-05-2022,222.48,2022,5-10 yr,Q2
C020287,28,Female,South,87,Premium,89.33,1,0,24-03-2020,1071.96,2020,5-10 yr,Q4 high
C020288,47,Female,West,101,Standard,30.06,0,0,17-06-2019,360.72,2019,5-10 yr,Q3
C020289,26,Female,North,94,Enterprise,171.53,2,0,24-08-2025,2058.36,2025,5-10 yr,Q4 high
C020290,25,Female,South,8,Standard,19.09,0,1,18-11-2020,229.08,2020,6-12 mo,Q2
C020291,22,Male,North,49,Standard,32.7,0,0,01-02-2023,392.4,2023,2-5 yr,Q3
C020292,40,Female,West,77,Standard,26,0,0,28-06-2024,312,2024,5-10 yr,Q3
C020293,40,Male,Central,56,Enterprise,106.74,1,0,23-07-2025,1280.88,2025,2-5 yr,Q4 high
C020294,35,Female,Central,77,Basic,7.59,1,0,20-10-2021,91.08,2021,5-10 yr,Q1 low
C020295,24,Female,South,65,Basic,14.22,2,1,25-07-2025,170.64,2025,5-10 yr,Q1 low
C020296,29,Male,Central,62,Premium,51.11,1,0,08-05-2024,613.32,2024,5-10 yr,Q4 high
C020297,29,Male,West,43,Basic,12.2,1,0,18-03-2019,146.4,2019,2-5 yr,Q1 low
C020298,46,Female,North,108,Premium,98.35,2,0,25-07-2021,1180.2,2021,5-10 yr,Q4 high
C020299,33,Female,East,77,Basic,14.98,1,0,20-07-2021,179.76,2021,5-10 yr,Q1 low
C020300,26,Male,Central,54,Basic,17.99,2,0,15-12-2023,215.88,2023,2-5 yr,Q2
C020301,39,Male,East,33,Basic,6.33,1,1,03-08-2024,75.96,2024,2-5 yr,Q1 low
C020302,26,Male,East,49,Standard,25.46,1,0,14-09-2020,305.52,2020,2-5 yr,Q2
C020303,48,Female,Central,96,Premium,93.45,0,0,21-01-2019,1121.4,2019,5-10 yr,Q4 high
C020304,25,Male,East,75,Premium,78.88,0,0,23-01-2020,946.56,2020,5-10 yr,Q4 high
C020305,53,Female,West,105,Standard,33.72,0,0,04-01-2021,404.64,2021,5-10 yr,Q3
C020306,34,Female,East,51,Basic,8.01,2,0,05-07-2020,96.12,2020,2-5 yr,Q1 low
C020307,32,Male,North,69,Standard,28.35,0,0,29-03-2019,340.2,2019,5-10 yr,Q3
C020308,52,Female,North,89,Basic,8.96,0,1,07-02-2024,107.52,2024,5-10 yr,Q1 low
C020309,23,Female,East,73,Standard,36.54,0,0,08-05-2025,438.48,2025,5-10 yr,Q3
C020310,44,Female,Central,69,Premium,93.34,0,0,23-01-2023,1120.08,2023,5-10 yr,Q4 high
C020311,35,Female,Central,3,Premium,39.79,1,0,17-09-2021,477.48,2021,0-6 mo,Q3
C020312,20,Male,East,81,Basic,8.48,0,0,01-07-2025,101.76,2025,5-10 yr,Q1 low
C020313,26,Female,East,107,Premium,81.62,3,1,14-04-2022,979.44,2022,5-10 yr,Q4 high
C020314,23,Female,East,84,Premium,59.92,1,0,28-02-2025,719.04,2025,5-10 yr,Q4 high
C020315,35,Female,Central,70,Premium,95.38,1,0,21-06-2019,1144.56,2019,5-10 yr,Q4 high
C020316,44,Male,Central,35,Basic,7.92,2,0,27-07-2024,95.04,2024,2-5 yr,Q1 low
C020317,39,Female,East,34,Standard,30.69,2,0,22-05-2019,368.28,2019,2-5 yr,Q3
C020318,46,Male,Central,76,Basic,7.17,0,1,19-09-2021,86.04,2021,5-10 yr,Q1 low
C020319,25,Female,East,29,Basic,11.51,2,0,17-08-2025,138.12,2025,2-5 yr,Q1 low
C020320,46,Male,Central,58,Basic,6.16,2,0,22-10-2020,73.92,2020,2-5 yr,Q1 low
C020321,32,Male,West,43,Standard,22.73,2,0,31-12-2026,272.76,2026,2-5 yr,Q2
C020322,30,Female,South,55,Premium,62.24,0,1,17-04-2023,746.88,2023,2-5 yr,Q4 high
C020323,41,Unknown,Unknown,84,Enterprise,167.08,2,0,17-07-2024,2004.96,2024,5-10 yr,Q4 high
C020324,33,Female,South,20,Premium,90.03,2,0,06-01-2024,1080.36,2024,1-2 yr,Q4 high
C020325,35,Male,East,106,Premium,37.42,2,0,01-09-2019,449.04,2019,5-10 yr,Q3
C020326,54,Male,North,7,Enterprise,225.67,3,0,01-02-2025,2708.04,2025,6-12 mo,Q4 high
C020327,24,Non-binary,East,75,Premium,73.98,1,0,24-09-2023,887.76,2023,5-10 yr,Q4 high
C020328,56,Male,West,87,Premium,82.74,2,0,23-07-2024,992.88,2024,5-10 yr,Q4 high
C020329,41,Male,North,107,Standard,20.03,1,0,18-10-2022,240.36,2022,5-10 yr,Q2
C020330,41,Female,South,101,Premium,79.16,1,0,30-03-2019,949.92,2019,5-10 yr,Q4 high
C020331,41,Male,East,68,Basic,19.24,0,0,19-07-2021,230.88,2021,5-10 yr,Q2
C020332,43,Female,East,94,Premium,45.09,1,0,18-10-2022,541.08,2022,5-10 yr,Q3
C020333,51,Female,West,71,Basic,19.39,2,0,04-03-2023,232.68,2023,5-10 yr,Q2
C020334,37,Male,East,78,Standard,23.39,0,0,18-08-2023,280.68,2023,5-10 yr,Q2
C020335,31,Male,Central,14,Basic,17.91,1,0,25-03-2025,214.92,2025,1-2 yr,Q2
C020336,31,Female,West,115,Standard,39.27,2,0,12-10-2021,471.24,2021,5-10 yr,Q3
C020337,49,Female,North,12,Basic,7.07,0,0,17-07-2020,84.84,2020,6-12 mo,Q1 low
C020338,38,Female,North,46,Standard,39.42,1,0,18-07-2019,473.04,2019,2-5 yr,Q3
C020339,35,Female,Central,16,Standard,38.79,0,0,29-11-2022,465.48,2022,1-2 yr,Q3
C020340,45,Female,West,77,Standard,16.11,0,0,06-03-2025,193.32,2025,5-10 yr,Q2
C020341,28,Male,North,114,Standard,29.34,2,0,25-07-2025,352.08,2025,5-10 yr,Q3
C020342,38,Male,South,12,Basic,10.1,2,0,20-02-2025,121.2,2025,6-12 mo,Q1 low
C020343,45,Non-binary,North,56,Standard,17.18,1,0,11-06-2023,206.16,2023,2-5 yr,Q2
C020344,53,Male,North,83,Premium,92.85,0,0,08-06-2019,1114.2,2019,5-10 yr,Q4 high
C020345,23,Male,North,87,Premium,90.96,1,0,09-09-2022,1091.52,2022,5-10 yr,Q4 high
C020346,29,Male,Central,54,Standard,33.61,2,0,30-04-2025,403.32,2025,2-5 yr,Q3
C020347,25,Male,East,28,Standard,26.46,0,0,18-10-2022,317.52,2022,2-5 yr,Q3
C020348,31,Female,South,30,Basic,13.38,1,1,09-07-2025,160.56,2025,2-5 yr,Q1 low
C020349,52,Female,East,16,Standard,30.83,2,0,29-11-2024,369.96,2024,1-2 yr,Q3
C020350,38,Female,West,110,Basic,13.97,0,1,02-01-2022,167.64,2022,5-10 yr,Q1 low
C020351,40,Male,South,14,Premium,99.18,1,0,30-01-2024,1190.16,2024,1-2 yr,Q4 high
C020352,22,Male,North,117,Standard,33.8,1,0,22-04-2020,405.6,2020,5-10 yr,Q3
C020353,30,Male,South,21,Premium,55.51,0,1,07-11-2023,666.12,2023,1-2 yr,Q4 high
C020354,41,Female,East,73,Standard,17,0,0,08-02-2024,204,2024,5-10 yr,Q2
C020355,33,Female,East,63,Standard,29.59,0,0,19-08-2024,355.08,2024,5-10 yr,Q3
C020356,23,Male,North,52,Premium,79.66,0,0,02-04-2020,955.92,2020,2-5 yr,Q4 high
C020357,18,Female,Central,105,Premium,76.1,0,0,29-02-2020,913.2,2020,5-10 yr,Q4 high
C020358,27,Male,South,73,Basic,13.66,2,0,30-12-2022,163.92,2022,5-10 yr,Q1 low
C020359,28,Male,North,68,Premium,76.23,5,0,13-09-2023,914.76,2023,5-10 yr,Q4 high
C020360,18,Female,East,110,Standard,39.22,1,0,26-03-2019,470.64,2019,5-10 yr,Q3
C020361,29,Female,South,101,Basic,13.9,1,0,25-05-2024,166.8,2024,5-10 yr,Q1 low
C020362,24,Male,West,120,Premium,39.44,0,0,25-02-2022,473.28,2022,5-10 yr,Q3
C020363,33,Male,East,115,Standard,32.78,0,,28-08-2021,393.36,2021,5-10 yr,Q3
C020364,29,Male,North,108,Premium,55.84,1,0,20-02-2020,670.08,2020,5-10 yr,Q4 high
C020365,38,Female,Central,103,Premium,49.09,0,0,28-09-2021,589.08,2021,5-10 yr,Q4 high
C020366,34,Female,Central,101,Basic,17.76,1,0,22-05-2023,213.12,2023,5-10 yr,Q2
C020367,37,Non-binary,East,14,Premium,93.35,0,0,19-11-2022,1120.2,2022,1-2 yr,Q4 high
C020368,33,Female,West,3,Standard,19.77,2,0,17-02-2023,237.24,2023,0-6 mo,Q2
C020369,44,Female,North,11,Premium,37.63,2,0,02-12-2020,451.56,2020,6-12 mo,Q3
C020370,47,Male,East,28,Standard,17.53,2,0,02-03-2024,210.36,2024,2-5 yr,Q2
C020371,33,Male,North,29,Premium,83.35,1,0,20-09-2022,1000.2,2022,2-5 yr,Q4 high
C020372,44,Male,West,68,Premium,43.24,0,0,13-12-2023,518.88,2023,5-10 yr,Q3
C020373,22,Female,East,100,Basic,11.58,0,0,11-06-2022,138.96,2022,5-10 yr,Q1 low
C020374,20,Male,Central,110,Basic,9.99,2,1,16-07-2025,119.88,2025,5-10 yr,Q1 low
C020375,25,Non-binary,West,105,Standard,17.81,1,1,03-08-2022,213.72,2022,5-10 yr,Q2
C020376,36,Male,East,77,Basic,15.75,3,0,11-04-2021,189,2021,5-10 yr,Q2
C020377,28,Male,South,52,Basic,14.75,2,0,12-11-2024,177,2024,2-5 yr,Q1 low
C020378,24,Male,East,42,Premium,43.09,1,0,13-06-2020,517.08,2020,2-5 yr,Q3
C020379,30,Male,North,52,Standard,38.06,0,0,14-12-2023,456.72,2023,2-5 yr,Q3
C020380,40,Male,West,114,Standard,18.69,0,1,04-07-2020,224.28,2020,5-10 yr,Q2
C020381,21,Male,West,92,Premium,41.68,0,0,21-09-2024,500.16,2024,5-10 yr,Q3
C020382,35,Female,South,120,Standard,29.25,2,1,07-12-2024,351,2024,5-10 yr,Q3
C020383,39,Female,South,82,Basic,8.78,2,0,25-01-2025,105.36,2025,5-10 yr,Q1 low
C020384,24,Female,West,92,Basic,7.04,2,0,16-09-2021,84.48,2021,5-10 yr,Q1 low
C020385,45,Female,East,80,Basic,7.13,0,0,13-03-2019,85.56,2019,5-10 yr,Q1 low
C020386,38,Female,East,56,Unknown,10.96,1,0,20-05-2022,131.52,2022,2-5 yr,Q1 low
C020387,26,Male,South,111,Basic,5.83,1,0,29-08-2021,69.96,2021,5-10 yr,Q1 low
C020388,29,Male,West,42,Basic,13.62,0,0,23-05-2025,163.44,2025,2-5 yr,Q1 low
C020389,50,Male,South,70,Standard,36.96,2,0,07-01-2020,443.52,2020,5-10 yr,Q3
C020390,32,Male,West,3,Basic,10.84,1,1,03-04-2019,130.08,2019,0-6 mo,Q1 low
C020391,29,Male,East,43,Premium,67.1,1,0,22-04-2020,805.2,2020,2-5 yr,Q4 high
C020392,43,Male,North,116,Standard,38.11,1,0,09-02-2021,457.32,2021,5-10 yr,Q3
C020393,40,Female,West,83,Basic,17.01,3,0,30-12-2023,204.12,2023,5-10 yr,Q2
C020394,42,Male,North,70,Standard,17.29,2,0,16-05-2024,207.48,2024,5-10 yr,Q2
C020395,47,Female,South,90,Premium,99.5,0,0,20-08-2019,1194,2019,5-10 yr,Q4 high
C020396,20,Male,Central,112,Standard,17.67,1,1,26-11-2024,212.04,2024,5-10 yr,Q2
C020397,21,Female,North,82,Standard,38.06,1,1,13-07-2021,456.72,2021,5-10 yr,Q3
C020398,25,Male,East,76,Enterprise,136.07,2,0,31-12-2023,1632.84,2023,5-10 yr,Q4 high
C020399,46,Female,East,27,Basic,5.63,1,0,29-02-2020,67.56,2020,2-5 yr,Q1 low
C020400,42,Female,Central,117,Premium,86.55,0,1,23-03-2024,1038.6,2024,5-10 yr,Q4 high
C020401,45,Male,North,65,Basic,9.48,1,1,11-09-2020,113.76,2020,5-10 yr,Q1 low
C020402,50,Female,North,31,Standard,36.19,2,0,15-07-2022,434.28,2022,2-5 yr,Q3
C020403,41,Female,East,78,Standard,19.12,0,0,13-10-2019,229.44,2019,5-10 yr,Q2
C020404,24,Male,East,5,Basic,18.12,1,0,18-09-2023,217.44,2023,0-6 mo,Q2
C020405,18,Male,West,52,Standard,38.16,0,0,26-10-2024,457.92,2024,2-5 yr,Q3
C020406,32,Male,East,12,Standard,32.6,2,0,22-11-2019,391.2,2019,6-12 mo,Q3
C020407,57,Male,South,118,Premium,99.96,0,0,16-01-2023,1199.52,2023,5-10 yr,Q4 high
C020408,36,Female,Central,67,Basic,11.62,1,0,10-01-2024,139.44,2024,5-10 yr,Q1 low
C020409,38,Female,Central,26,Basic,6.67,1,0,01-09-2023,80.04,2023,2-5 yr,Q1 low
C020410,48,Male,North,87,Standard,19.21,6,0,23-12-2020,230.52,2020,5-10 yr,Q2
C020411,38,Male,East,30,Premium,72.12,2,0,13-03-2022,865.44,2022,2-5 yr,Q4 high
C020412,25,Female,Central,71,Standard,18.7,3,0,18-06-2025,224.4,2025,5-10 yr,Q2
C020413,47,Male,Central,39,Premium,71.89,0,1,06-01-2022,862.68,2022,2-5 yr,Q4 high
C020414,47,Female,South,10,Standard,27.25,1,0,20-07-2020,327,2020,6-12 mo,Q3
C020415,42,Male,North,83,Basic,18.19,0,0,04-06-2020,218.28,2020,5-10 yr,Q2
C020416,35,Male,Central,22,Basic,11.77,0,0,06-06-2023,141.24,2023,1-2 yr,Q1 low
C020417,31,Female,East,107,Basic,13.14,2,0,24-04-2023,157.68,2023,5-10 yr,Q1 low
C020418,31,Female,East,21,Premium,38.38,1,0,03-04-2025,460.56,2025,1-2 yr,Q3
C020419,34,Female,Central,21,Basic,17.04,2,0,17-04-2019,204.48,2019,1-2 yr,Q2
C020420,49,Male,East,68,Basic,7.73,0,1,22-02-2021,92.76,2021,5-10 yr,Q1 low
C020421,29,Male,North,11,Premium,40.54,1,0,23-02-2019,486.48,2019,6-12 mo,Q3
C020422,34,Male,West,9,Basic,16.23,2,0,08-11-2020,194.76,2020,6-12 mo,Q2
C020423,34,Male,South,117,Enterprise,218.97,1,0,08-08-2021,2627.64,2021,5-10 yr,Q4 high
C020424,18,Female,South,83,Basic,9.33,1,0,06-05-2022,111.96,2022,5-10 yr,Q1 low
C020425,32,Male,North,20,Premium,55.74,0,0,24-07-2022,668.88,2022,1-2 yr,Q4 high
C020426,39,Female,North,97,Premium,41.24,1,1,26-12-2019,494.88,2019,5-10 yr,Q3
C020427,36,Male,Central,31,Basic,10.64,1,0,07-01-2021,127.68,2021,2-5 yr,Q1 low
C020428,39,Male,South,48,Premium,98.63,1,1,03-04-2019,1183.56,2019,2-5 yr,Q4 high
C020429,30,Male,South,85,Basic,13.95,1,1,18-02-2024,167.4,2024,5-10 yr,Q1 low
C020430,42,Female,East,117,Enterprise,142.47,0,0,04-08-2025,1709.64,2025,5-10 yr,Q4 high
C020431,27,Female,North,105,Basic,5.79,1,0,12-12-2021,69.48,2021,5-10 yr,Q1 low
C020432,43,Female,South,27,Basic,10.15,0,0,17-04-2022,121.8,2022,2-5 yr,Q1 low
C020433,32,Non-binary,South,2,Basic,15.67,1,1,04-03-2019,188.04,2019,0-6 mo,Q2
C020434,39,Male,South,79,Basic,9.42,0,1,01-04-2019,113.04,2019,5-10 yr,Q1 low
C020435,51,Female,East,85,Standard,37.65,2,0,11-05-2023,451.8,2023,5-10 yr,Q3
C020436,29,Male,Central,40,Premium,69.27,2,0,20-11-2024,831.24,2024,2-5 yr,Q4 high
C020437,36,Male,Central,27,Standard,16.26,2,1,21-11-2021,195.12,2021,2-5 yr,Q2
C020438,51,Male,North,58,Standard,15.71,1,0,18-10-2023,188.52,2023,2-5 yr,Q2
C020439,18,Male,East,16,Premium,51.19,4,0,10-10-2022,614.28,2022,1-2 yr,Q4 high
C020440,18,Male,Central,117,Basic,15.23,0,0,31-12-2026,182.76,2026,5-10 yr,Q1 low
C020441,34,Male,South,29,Standard,29.78,1,0,06-12-2021,357.36,2021,2-5 yr,Q3
C020442,34,Female,North,105,Standard,22.98,2,0,19-09-2023,275.76,2023,5-10 yr,Q2
C020443,51,Female,West,4,Standard,20.94,1,0,26-01-2020,251.28,2020,0-6 mo,Q2
C020444,34,Male,North,19,Basic,14.93,1,0,01-03-2019,179.16,2019,1-2 yr,Q1 low
C020445,29,Female,North,28,Standard,27.15,2,0,29-03-2019,325.8,2019,2-5 yr,Q3
C020446,33,Female,North,103,Standard,17.12,2,1,16-05-2023,205.44,2023,5-10 yr,Q2
C020447,18,Female,South,55,Premium,39.7,1,0,13-08-2024,476.4,2024,2-5 yr,Q3
C020448,27,Male,West,96,Basic,10.76,1,0,29-03-2023,129.12,2023,5-10 yr,Q1 low
C020449,42,Female,South,19,Basic,10.96,2,0,23-06-2024,131.52,2024,1-2 yr,Q1 low
C020450,23,Male,Central,45,Standard,39.76,1,0,21-08-2019,477.12,2019,2-5 yr,Q3
C020451,32,Male,Central,18,Standard,35.92,4,0,28-07-2019,431.04,2019,1-2 yr,Q3
C020452,41,Male,North,11,Premium,54.31,1,0,19-10-2020,651.72,2020,6-12 mo,Q4 high
C020453,34,Female,West,108,Basic,5.38,1,0,08-12-2019,64.56,2019,5-10 yr,Q1 low
C020454,25,Male,Central,33,Standard,18.31,1,0,14-10-2023,219.72,2023,2-5 yr,Q2
C020455,26,Female,North,52,Premium,90.7,1,0,02-07-2020,1088.4,2020,2-5 yr,Q4 high
C020456,31,Female,East,71,Basic,9.29,0,0,07-10-2022,111.48,2022,5-10 yr,Q1 low
C020457,46,Female,South,118,Enterprise,133.53,1,0,20-08-2023,1602.36,2023,5-10 yr,Q4 high
C020458,42,Female,South,40,Premium,78.01,2,0,23-08-2021,936.12,2021,2-5 yr,Q4 high
C020459,45,Male,North,24,Standard,27.43,1,1,23-10-2020,329.16,2020,1-2 yr,Q3
C020460,44,Female,North,25,Premium,52.63,1,0,19-05-2022,631.56,2022,2-5 yr,Q4 high
C020461,22,Male,East,12,Enterprise,198.07,1,0,31-10-2020,2376.84,2020,6-12 mo,Q4 high
C020462,35,Female,South,42,Basic,8.32,2,0,06-04-2021,99.84,2021,2-5 yr,Q1 low
C020463,22,Prefer not to say,South,37,Basic,14.54,2,0,11-05-2022,174.48,2022,2-5 yr,Q1 low
C020464,34,Male,West,82,Basic,13.89,5,1,10-04-2025,166.68,2025,5-10 yr,Q1 low
C020465,32,Male,Central,62,Basic,19.98,0,0,17-07-2019,239.76,2019,5-10 yr,Q2
C020466,29,Male,East,73,Premium,93.32,0,0,12-07-2024,1119.84,2024,5-10 yr,Q4 high
C020467,18,Female,South,39,Basic,10.89,1,0,25-10-2022,130.68,2022,2-5 yr,Q1 low
C020468,41,Non-binary,East,55,Basic,6.9,2,0,24-05-2023,82.8,2023,2-5 yr,Q1 low
C020469,34,Male,East,37,Premium,61.98,2,0,28-12-2021,743.76,2021,2-5 yr,Q4 high
C020470,32,Male,North,109,Standard,30.34,1,0,02-08-2022,364.08,2022,5-10 yr,Q3
C020471,29,Female,West,113,Standard,16.16,1,1,05-10-2020,193.92,2020,5-10 yr,Q2
C020472,47,Male,West,93,Enterprise,97.04,1,1,08-12-2021,1164.48,2021,5-10 yr,Q4 high
C020473,22,Male,North,79,Standard,36.73,1,0,16-10-2023,440.76,2023,5-10 yr,Q3
C020474,42,Male,North,37,Premium,73.98,1,0,06-12-2024,887.76,2024,2-5 yr,Q4 high
C020475,24,Male,Central,54,Premium,51.76,1,0,23-05-2022,621.12,2022,2-5 yr,Q4 high
C020476,47,Female,West,34,Premium,38.33,1,0,28-05-2021,459.96,2021,2-5 yr,Q3
C020477,25,Male,South,25,Basic,11.27,0,0,17-09-2022,135.24,2022,2-5 yr,Q1 low
C020478,34,Female,North,54,Standard,32.48,1,0,23-05-2025,389.76,2025,2-5 yr,Q3
C020479,57,Female,West,78,Premium,36.45,0,0,18-07-2022,437.4,2022,5-10 yr,Q3
C020480,18,Male,South,38,Basic,10.42,1,0,21-11-2024,125.04,2024,2-5 yr,Q1 low
C020481,53,Female,West,67,Standard,17.71,1,0,27-05-2023,212.52,2023,5-10 yr,Q2
C020482,27,Unknown,East,9,Unknown,18.52,0,0,31-01-2025,222.24,2025,6-12 mo,Q2
C020483,44,Female,East,46,Standard,21.42,1,0,25-09-2023,257.04,2023,2-5 yr,Q2
C020484,28,Female,South,112,Premium,58.06,3,0,03-04-2023,696.72,2023,5-10 yr,Q4 high
C020485,23,Female,Central,119,Basic,17.33,1,0,19-11-2020,207.96,2020,5-10 yr,Q2
C020486,36,Male,East,10,Basic,17.95,0,,14-05-2019,215.4,2019,6-12 mo,Q2
C020487,57,Female,South,24,Premium,66.63,2,0,05-07-2023,799.56,2023,1-2 yr,Q4 high
C020488,37,Male,North,20,Basic,15.26,1,1,25-06-2022,183.12,2022,1-2 yr,Q1 low
C020489,36,Male,East,7,Premium,51.92,0,0,27-03-2025,623.04,2025,6-12 mo,Q4 high
C020490,33,Male,North,7,Premium,47.52,1,0,09-07-2022,570.24,2022,6-12 mo,Q3
C020491,30,Female,North,53,Standard,17.88,5,0,01-12-2021,214.56,2021,2-5 yr,Q2
C020492,41,Female,East,9,Premium,68.12,2,0,11-11-2019,817.44,2019,6-12 mo,Q4 high
C020493,32,Male,East,72,Premium,53.99,0,0,13-09-2020,647.88,2020,5-10 yr,Q4 high
C020494,26,Unknown,South,113,Standard,23.69,0,0,06-07-2022,284.28,2022,5-10 yr,Q2
C020495,30,Male,North,98,Standard,20.12,2,0,02-05-2021,241.44,2021,5-10 yr,Q2
C020496,44,Female,North,64,Standard,39.77,2,1,06-08-2021,477.24,2021,5-10 yr,Q3
C020497,37,Male,North,114,Standard,29.46,0,0,27-12-2020,353.52,2020,5-10 yr,Q3
C020498,25,Female,East,20,Standard,20.84,3,0,13-09-2024,250.08,2024,1-2 yr,Q2
C020499,41,Female,South,108,Standard,23.56,3,0,01-07-2022,282.72,2022,5-10 yr,Q2
C020500,38,Unknown,West,112,Premium,93.42,1,0,04-11-2024,1121.04,2024,5-10 yr,Q4 high
C020501,49,Female,East,99,Premium,36,1,0,10-03-2024,432,2024,5-10 yr,Q3
