Customer_ID,Churn_Flag,text,usable,primary_reason,mood,flag_Price,flag_Value,flag_Support,flag_Product,flag_Performance,flag_Onboarding,flag_Competitor
C037154,1.0,"pricing felt too high for the features I actually used Additionally, reports took too long to generate for leadership meetings my tickets stayed open for weeks without clear updates Additionally, we could not secure budget for the next cycle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,1,1,0,1,0,0
C031376,0.0,"initial setup was complicated and poorly documented Additionally, they had a more flexible contract and transparent billing sync jobs failed randomly and required manual reruns Additionally, pricing felt too high for the features I actually used the ROI for our team was unclear and hard to measure Additionally, they had a more flexible contract and transparent billing Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,1,0,0,1,1,1
C060297,1.0,"a competitor offered better analytics and clean dashboards Additionally, the ROI for our team was unclear and hard to measure support response times were slow during critical issues Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,0,0,1,1
C053872,1.0,"the value for money did not feel right after the first few months Additionally, account migration from our old system had errors key features were missing for my workflow and team Additionally, friends recommended another tool with simpler workflows Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Disappointed,0,1,0,1,0,1,1
C024441,1.0,,False,Unclassified,Neutral,0,0,0,0,0,0,0
C000640,1.0,"handoffs between agents made me repeat the same details Additionally, the value for money did not feel right after the first few months key features were missing for my workflow and team Additionally, a competitor offered better analytics and clean dashboards Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,1,0,0,1
C090310,1.0,"the interface felt cluttered and confusing for new users Additionally, after piloting, the outcomes did not justify the cost handoffs between agents made me repeat the same details Additionally, we used only a small subset of the product capabilities Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,1,0,0,0
C025486,1.0,"integrations with other tools were limited and brittle Additionally, we could not secure budget for the next cycle support response times were slow during critical issues Additionally, handoffs between agents made me repeat the same details Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,1,0,0,0
C082587,1.0,"reports took too long to generate for leadership meetings Additionally, discounts were inconsistent and the renewal price surprised me my tickets stayed open for weeks without clear updates Additionally, after piloting, the outcomes did not justify the cost Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,1,1,0,1,0,0
C010944,0.0,"page load times increased significantly during peak hours Additionally, the ROI for our team was unclear and hard to measure we could not secure budget for the next cycle Additionally, after piloting, the outcomes did not justify the cost support response times were slow during critical issues Additionally, integrations with other tools were limited and brittle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Disappointed,0,1,1,1,1,0,0
C083538,1.0,"reports took too long to generate for leadership meetings Additionally, discounts were inconsistent and the renewal price surprised me we could not secure budget for the next cycle Additionally, page load times increased significantly during peak hours we got a bundled offer that included priority support Additionally, account migration from our old system had errors Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Disappointed,1,1,0,0,1,1,0
C091086,1.0,"sync jobs failed randomly and required manual reruns Additionally, page load times increased significantly during peak hours integrations with other tools were limited and brittle Additionally, it took weeks before we were confident with the basics we got a bundled offer that included priority support Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,0,1,1,1,0
C084102,1.0,"the interface felt cluttered and confusing for new users Additionally, reports took too long to generate for leadership meetings I needed proactive guidance but only received scripted replies Additionally, a competitor offered better analytics and clean dashboards Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Support,Frustrated,0,0,1,1,1,0,1
C020033,1.0,"training resources were generic and not role specific Additionally, we could not secure budget for the next cycle support response times were slow during critical issues Additionally, friends recommended another tool with simpler workflows Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Disappointed,0,1,1,0,0,1,1
C029861,1.0,"support response times were slow during critical issues Additionally, initial setup was complicated and poorly documented friends recommended another tool with simpler workflows Additionally, the ROI for our team was unclear and hard to measure the interface felt cluttered and confusing for new users Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,1,1,1,1
C015624,1.0,"initial setup was complicated and poorly documented Additionally, downtimes happened right before our deliverables a competitor offered better analytics and clean dashboards Additionally, discounts were inconsistent and the renewal price surprised me my tickets stayed open for weeks without clear updates Additionally, the value for money did not feel right after the first few months Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,1,1,0,1,1,1
C055246,0.0,"training resources were generic and not role specific Additionally, a competitor offered better analytics and clean dashboards discounts were inconsistent and the renewal price surprised me Additionally, a competitor offered better analytics and clean dashboards Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Disappointed,1,0,0,0,0,1,1
C040349,1.0,"my tickets stayed open for weeks without clear updates Additionally, account migration from our old system had errors key features were missing for my workflow and team Additionally, the interface felt cluttered and confusing for new users we got a bundled offer that included priority support Additionally, they had a more flexible contract and transparent billing Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,1,0,1,1
C062197,1.0,"support response times were slow during critical issues Additionally, we used only a small subset of the product capabilities mobile experience was unreliable and often crashed Additionally, we could not secure budget for the next cycle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,0,1,0,0
C059402,1.0,"integrations with other tools were limited and brittle Additionally, page load times increased significantly during peak hours pricing felt too high for the features I actually used Additionally, they had a more flexible contract and transparent billing Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Hopeful,1,0,0,1,1,0,1
C059781,1.0,"we got a bundled offer that included priority support Additionally, I needed proactive guidance but only received scripted replies the ROI for our team was unclear and hard to measure Additionally, mobile experience was unreliable and often crashed training resources were generic and not role specific Additionally, friends recommended another tool with simpler workflows Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,0,1,1,1
C090846,0.0,"downtimes happened right before our deliverables Additionally, we could not secure budget for the next cycle we could not secure budget for the next cycle Additionally, it took weeks before we were confident with the basics the value for money did not feel right after the first few months Additionally, pricing felt too high for the features I actually used Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Disappointed,1,1,0,0,1,1,0
C027150,1.0,"the interface felt cluttered and confusing for new users Additionally, my tickets stayed open for weeks without clear updates they had a more flexible contract and transparent billing Additionally, page load times increased significantly during peak hours Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Support,Frustrated,0,0,1,1,1,0,1
C012932,1.0,the,False,Unclassified,Neutral,0,0,0,0,0,0,0
C088878,1.0,"pricing felt too high for the features I actually used Additionally, a competitor offered better analytics and clean dashboards I needed proactive guidance but only received scripted replies Additionally, sync jobs failed randomly and required manual reruns Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,0,1,0,1,0,1
C031551,1.0,"my tickets stayed open for weeks without clear updates Additionally, friends recommended another tool with simpler workflows the interface felt cluttered and confusing for new users Additionally, a competitor offered better analytics and clean dashboards it took weeks before we were confident with the basics Additionally, page load times increased significantly during peak hours Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Support,Frustrated,0,0,1,1,1,1,1
C070654,1.0,"sync jobs failed randomly and required manual reruns Additionally, training resources were generic and not role specific I needed proactive guidance but only received scripted replies Additionally, handoffs between agents made me repeat the same details mobile experience was unreliable and often crashed Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Support,Frustrated,0,0,1,0,1,1,0
C038975,1.0,they,False,Unclassified,Neutral,0,0,0,0,0,0,0
C070629,1.0,"friends recommended another tool with simpler workflows Additionally, pricing felt too high for the features I actually used competitors offered a similar plan at a lower monthly rate Additionally, page load times increased significantly during peak hours downtimes happened right before our deliverables Additionally, competitors offered a similar plan at a lower monthly rate Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Hopeful,1,0,0,0,1,0,1
C006795,1.0,,False,Unclassified,Neutral,0,0,0,0,0,0,0
C003431,1.0,I needed proactive guidance but only received,True,Unclassified,Neutral,0,0,0,0,0,0,0
C091330,1.0,"initial setup was complicated and poorly documented Additionally, it took weeks before we were confident with the basics my tickets stayed open for weeks without clear updates Additionally, we used only a small subset of the product capabilities we could not secure budget for the next cycle Additionally, downtimes happened right before our deliverables Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,0,1,1,0
C063597,1.0,"support response times were slow during critical issues Additionally, I needed proactive guidance but only received scripted replies discounts were inconsistent and the renewal price surprised me Additionally, integrations with other tools were limited and brittle training resources were generic and not role specific Additionally, support response times were slow during critical issues Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,0,1,1,0,1,0
C002888,1.0,"mobile experience was unreliable and often crashed Additionally, mobile experience was unreliable and often crashed the ROI for our team was unclear and hard to measure Additionally, we could not secure budget for the next cycle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,0,0,1,0,0
C061009,1.0,"competitors offered a similar plan at a lower monthly rate Additionally, friends recommended another tool with simpler workflows we used only a small subset of the product capabilities Additionally, they had a more flexible contract and transparent billing Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Hopeful,1,1,0,0,0,0,1
C047438,1.0,"pricing felt too high for the features I actually used Additionally, a competitor offered better analytics and clean dashboards after piloting, the outcomes did not justify the cost Additionally, they had a more flexible contract and transparent billing Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Disappointed,1,1,0,0,0,0,1
C052075,1.0,"we got a bundled offer that included priority support Additionally, downtimes happened right before our deliverables mobile experience was unreliable and often crashed Additionally, friends recommended another tool with simpler workflows Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,0,0,1,0,1
C049689,1.0,"handoffs between agents made me repeat the same details Additionally, pricing felt too high for the features I actually used key features were missing for my workflow and team Additionally, after piloting, the outcomes did not justify the cost account migration from our old system had errors Additionally, page load times increased significantly during peak hours Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,1,1,1,1,1,0
C005691,1.0,"sync jobs failed randomly and required manual reruns Additionally, mobile experience was unreliable and often crashed we could not secure budget for the next cycle Additionally, a competitor offered better analytics and clean dashboards Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,0,0,1,0,1
C040688,0.0,"the interface felt cluttered and confusing for new users Additionally, sync jobs failed randomly and required manual reruns the ROI for our team was unclear and hard to measure Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,0,1,1,1,0
C085826,0.0,"a competitor offered better analytics and clean dashboards Additionally, we could not secure budget for the next cycle key features were missing for my workflow and team Additionally, integrations with other tools were limited and brittle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Disappointed,0,1,0,1,0,0,1
C011142,0.0,"the interface felt cluttered and confusing for new users Additionally, training resources were generic and not role specific sync jobs failed randomly and required manual reruns Additionally, the ROI for our team was unclear and hard to measure Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,0,1,1,1,0
C002302,0.0,"mobile experience was unreliable and often crashed Additionally, the value for money did not feel right after the first few months the value for money did not feel right after the first few months Additionally, sync jobs failed randomly and required manual reruns Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,0,0,1,0,0
C069429,0.0,"it took weeks before we were confident with the basics Additionally, pricing felt too high for the features I actually used competitors offered a similar plan at a lower monthly rate Additionally, we could not secure budget for the next cycle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Disappointed,1,1,0,0,0,1,0
C044990,0.0,"key features were missing for my workflow and team Additionally, page load times increased significantly during peak hours initial setup was complicated and poorly documented Additionally, integrations with other tools were limited and brittle competitors offered a similar plan at a lower monthly rate Additionally, a competitor offered better analytics and clean dashboards Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,0,0,1,1,1,1
C012903,0.0,"account migration from our old system had errors Additionally, competitors offered a similar plan at a lower monthly rate sync jobs failed randomly and required manual reruns Additionally, friends recommended another tool with simpler workflows Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,0,0,0,1,1,1
C030659,1.0,"competitors offered a similar plan at a lower monthly rate Additionally, discounts were inconsistent and the renewal price surprised me downtimes happened right before our deliverables Additionally, initial setup was complicated and poorly documented the interface felt cluttered and confusing for new users Additionally, we got a bundled offer that included priority support Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,1,0,1,1,1,0
C025408,1.0,"downtimes happened right before our deliverables Additionally, they had a more flexible contract and transparent billing they had a more flexible contract and transparent billing Additionally, training resources were generic and not role specific Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Performance,Hopeful,0,0,0,0,1,1,1
C032454,1.0,"a competitor offered better analytics and clean dashboards Additionally, initial setup was complicated and poorly documented the interface felt cluttered and confusing for new users Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Product,Frustrated,0,0,0,1,0,1,1
C026212,1.0,"downtimes happened right before our deliverables Additionally, competitors offered a similar plan at a lower monthly rate integrations with other tools were limited and brittle Additionally, friends recommended another tool with simpler workflows initial setup was complicated and poorly documented Additionally, mobile experience was unreliable and often crashed Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,0,0,1,1,1,1
C028651,0.0,"initial setup was complicated and poorly documented Additionally, reports took too long to generate for leadership meetings discounts were inconsistent and the renewal price surprised me Additionally, support response times were slow during critical issues Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,0,1,0,1,1,0
C030956,1.0,"we could not secure budget for the next cycle Additionally, training resources were generic and not role specific a competitor offered better analytics and clean dashboards Additionally, we used only a small subset of the product capabilities Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Disappointed,0,1,0,0,0,1,1
C040901,1.0,"after piloting, the outcomes did not justify the cost Additionally, a competitor offered better analytics and clean dashboards reports took too long to generate for leadership meetings Additionally, sync jobs failed randomly and required manual reruns my tickets stayed open for weeks without clear updates Additionally, key features were missing for my workflow and team Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,1,1,0,1
C058813,1.0,"pricing felt too high for the features I actually used Additionally, initial setup was complicated and poorly documented they had a more flexible contract and transparent billing Additionally, sync jobs failed randomly and required manual reruns Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,0,0,0,1,1,1
C068552,1.0,"key features were missing for my workflow and team Additionally, I needed proactive guidance but only received scripted replies discounts were inconsistent and the renewal price surprised me Additionally, handoffs between agents made me repeat the same details it took weeks before we were confident with the basics Additionally, the ROI for our team was unclear and hard to measure Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,1,1,1,0,1,0
C001804,0.0,"training resources were generic and not role specific Additionally, initial setup was complicated and poorly documented my tickets stayed open for weeks without clear updates Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Support,Frustrated,0,0,1,0,0,1,0
C025573,1.0,"key features were missing for my workflow and team Additionally, I needed proactive guidance but only received scripted replies we could not secure budget for the next cycle Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,1,0,1,0
C063500,0.0,"account migration from our old system had errors Additionally, integrations with other tools were limited and brittle I needed proactive guidance but only received scripted replies Additionally, page load times increased significantly during peak hours Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Support,Frustrated,0,0,1,1,1,1,0
C006676,,"support response times were slow during critical issues Additionally, a competitor offered better analytics and clean dashboards sync jobs failed randomly and required manual reruns Additionally, it took weeks before we were confident with the basics it took weeks before we were confident with the basics Additionally, we used only a small subset of the product capabilities Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,0,1,1,1
C079975,0.0,"sync jobs failed randomly and required manual reruns Additionally, the interface felt cluttered and confusing for new users I needed proactive guidance but only received scripted replies Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Support,Frustrated,0,0,1,1,1,0,0
C085812,0.0,"the ROI for our team was unclear and hard to measure Additionally, we used only a small subset of the product capabilities account migration from our old system had errors Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Disappointed,0,1,0,0,1,1,0
C058669,1.0,"support response times were slow during critical issues Additionally, after piloting, the outcomes did not justify the cost training resources were generic and not role specific Additionally, downtimes happened right before our deliverables Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Disappointed,0,1,1,0,1,1,0
C041603,1.0,"support response times were slow during critical issues Additionally, mobile experience was unreliable and often crashed the interface felt cluttered and confusing for new users Additionally, page load times increased significantly during peak hours page load times increased significantly during peak hours Additionally, a competitor offered better analytics and clean dashboards Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Support,Frustrated,0,0,1,1,1,0,1
C047182,1.0,"we got a bundled offer that included priority support Additionally, support response times were slow during critical issues it took weeks before we were confident with the basics Additionally, sync jobs failed randomly and required manual reruns Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,0,1,1,0
C077925,,"training resources were generic and not role specific Additionally, we used only a small subset of the product capabilities handoffs between agents made me repeat the same details Additionally, the ROI for our team was unclear and hard to measure Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,0,0,1,0
C058883,1.0,"sync jobs failed randomly and required manual reruns Additionally, friends recommended another tool with simpler workflows a competitor offered better analytics and clean dashboards Additionally, it took weeks before we were confident with the basics integrations with other tools were limited and brittle Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Product,Frustrated,0,0,0,1,1,1,1
C002527,1.0,"training resources were generic and not role specific Additionally, mobile experience was unreliable and often crashed the interface felt cluttered and confusing for new users Additionally, key features were missing for my workflow and team Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Product,Frustrated,0,0,0,1,1,1,0
C072255,1.0,"integrations with other tools were limited and brittle Additionally, we used only a small subset of the product capabilities competitors offered a similar plan at a lower monthly rate Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Hopeful,1,1,0,1,1,0,0
C094796,1.0,sync jobs failed randomly and required,True,Performance,Frustrated,0,0,0,0,1,0,0
C057375,1.0,"friends recommended another tool with simpler workflows Additionally, page load times increased significantly during peak hours support response times were slow during critical issues Additionally, I needed proactive guidance but only received scripted replies it took weeks before we were confident with the basics Additionally, friends recommended another tool with simpler workflows Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Support,Frustrated,0,0,1,0,1,1,1
C078871,1.0,"integrations with other tools were limited and brittle Additionally, reports took too long to generate for leadership meetings competitors offered a similar plan at a lower monthly rate Additionally, friends recommended another tool with simpler workflows Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Hopeful,1,0,0,1,1,0,1
C034829,1.0,"we used only a small subset of the product capabilities Additionally, it took weeks before we were confident with the basics friends recommended another tool with simpler workflows Additionally, support response times were slow during critical issues Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Hopeful,0,1,1,0,0,1,1
C008688,1.0,"sync jobs failed randomly and required manual reruns Additionally, the interface felt cluttered and confusing for new users key features were missing for my workflow and team Additionally, a competitor offered better analytics and clean dashboards Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Product,Frustrated,0,0,0,1,1,0,1
C032163,1.0,"integrations with other tools were limited and brittle Additionally, account migration from our old system had errors I needed proactive guidance but only received scripted replies Additionally, support response times were slow during critical issues downtimes happened right before our deliverables Additionally, I needed proactive guidance but only received scripted replies Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Support,Frustrated,0,0,1,1,1,1,0
C032283,1.0,"integrations with other tools were limited and brittle Additionally, reports took too long to generate for leadership meetings they had a more flexible contract and transparent billing Additionally, downtimes happened right before our deliverables Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Product,Hopeful,0,0,0,1,1,0,1
C041854,1.0,"they had a more flexible contract and transparent billing Additionally, the value for money did not feel right after the first few months key features were missing for my workflow and team Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,0,1,0,1,1
C053052,1.0,"my tickets stayed open for weeks without clear updates Additionally, mobile experience was unreliable and often crashed pricing felt too high for the features I actually used Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,0,1,0,1,0,0
C068807,0.0,"the interface felt cluttered and confusing for new users Additionally, initial setup was complicated and poorly documented the ROI for our team was unclear and hard to measure Additionally, reports took too long to generate for leadership meetings I needed proactive guidance but only received scripted replies Additionally, a competitor offered better analytics and clean dashboards Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,1,1,1,1
C092427,0.0,"we got a bundled offer that included priority support Additionally, reports took too long to generate for leadership meetings pricing felt too high for the features I actually used Additionally, a competitor offered better analytics and clean dashboards Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Hopeful,1,1,0,0,1,0,1
C053167,1.0,"reports took too long to generate for leadership meetings Additionally, the ROI for our team was unclear and hard to measure integrations with other tools were limited and brittle Additionally, downtimes happened right before our deliverables Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Disappointed,0,1,0,1,1,0,0
C023030,1.0,"after piloting, the outcomes did not justify the cost Additionally, the ROI for our team was unclear and hard to measure the interface felt cluttered and confusing for new users Additionally, training resources were generic and not role specific Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Disappointed,0,1,0,1,0,1,0
C012727,1.0,"we got a bundled offer that included priority support Additionally, I needed proactive guidance but only received scripted replies the interface felt cluttered and confusing for new users Additionally, reports took too long to generate for leadership meetings the value for money did not feel right after the first few months Additionally, we could not secure budget for the next cycle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,1,1,0,0
C010899,1.0,"after piloting, the outcomes did not justify the cost Additionally, it took weeks before we were confident with the basics account migration from our old system had errors Additionally, after piloting, the outcomes did not justify the cost we got a bundled offer that included priority support Additionally, the value for money did not feel right after the first few months Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Disappointed,0,1,0,0,0,1,0
C091411,0.0,"reports took too long to generate for leadership meetings Additionally, after piloting, the outcomes did not justify the cost we could not secure budget for the next cycle Additionally, we could not secure budget for the next cycle initial setup was complicated and poorly documented Additionally, support response times were slow during critical issues Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,0,1,1,0
C069013,0.0,"I needed proactive guidance but only received scripted replies Additionally, the interface felt cluttered and confusing for new users we used only a small subset of the product capabilities Additionally, handoffs between agents made me repeat the same details page load times increased significantly during peak hours Additionally, the value for money did not feel right after the first few months Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,1,1,0,0
C022069,1.0,"the interface felt cluttered and confusing for new users Additionally, downtimes happened right before our deliverables I needed proactive guidance but only received scripted replies Additionally, integrations with other tools were limited and brittle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Support,Frustrated,0,0,1,1,1,0,0
C021308,1.0,"we got a bundled offer that included priority support Additionally, downtimes happened right before our deliverables downtimes happened right before our deliverables Additionally, sync jobs failed randomly and required manual reruns after piloting, the outcomes did not justify the cost Additionally, handoffs between agents made me repeat the same details Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,0,1,0,0
C008461,1.0,"a competitor offered better analytics and clean dashboards Additionally, we got a bundled offer that included priority support initial setup was complicated and poorly documented Additionally, we used only a small subset of the product capabilities Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,0,0,0,1,1
C083873,0.0,"handoffs between agents made me repeat the same details Additionally, training resources were generic and not role specific we could not secure budget for the next cycle Additionally, training resources were generic and not role specific Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,0,0,1,0
C038497,1.0,"we could not secure budget for the next cycle Additionally, downtimes happened right before our deliverables discounts were inconsistent and the renewal price surprised me Additionally, the interface felt cluttered and confusing for new users Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Disappointed,1,1,0,1,1,0,0
C092219,1.0,"competitors offered a similar plan at a lower monthly rate Additionally, competitors offered a similar plan at a lower monthly rate key features were missing for my workflow and team Additionally, sync jobs failed randomly and required manual reruns Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,0,0,1,1,0,0
C006383,1.0,"reports took too long to generate for leadership meetings Additionally, handoffs between agents made me repeat the same details a competitor offered better analytics and clean dashboards Additionally, initial setup was complicated and poorly documented the interface felt cluttered and confusing for new users Additionally, it took weeks before we were confident with the basics Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Support,Frustrated,0,0,1,1,1,1,1
C001381,1.0,"the interface felt cluttered and confusing for new users Additionally, we got a bundled offer that included priority support account migration from our old system had errors Additionally, downtimes happened right before our deliverables I needed proactive guidance but only received scripted replies Additionally, my tickets stayed open for weeks without clear updates Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,1,1,1,0
C081280,0.0,"sync jobs failed randomly and required manual reruns Additionally, support response times were slow during critical issues competitors offered a similar plan at a lower monthly rate Additionally, we got a bundled offer that included priority support my tickets stayed open for weeks without clear updates Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,1,1,0,1,1,0
C008732,1.0,,False,Unclassified,Neutral,0,0,0,0,0,0,0
C020031,1.0,"discounts were inconsistent and the renewal price surprised me Additionally, friends recommended another tool with simpler workflows friends recommended another tool with simpler workflows Additionally, pricing felt too high for the features I actually used Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Disappointed,1,0,0,0,0,0,1
C060430,1.0,"friends recommended another tool with simpler workflows Additionally, account migration from our old system had errors sync jobs failed randomly and required manual reruns Additionally, the interface felt cluttered and confusing for new users Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Product,Frustrated,0,0,0,1,1,1,1
C009267,1.0,"support response times were slow during critical issues Additionally, after piloting, the outcomes did not justify the cost after piloting, the outcomes did not justify the cost Additionally, friends recommended another tool with simpler workflows Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Disappointed,0,1,1,0,0,0,1
