Customer_ID,Churn_Flag,Exit_Reason_Text
C086405,1,"discounts were inconsistent and the renewal price surprised me Additionally, we got a bundled offer that included priority support my tickets stayed open for weeks without clear updates Additionally, mobile experience was unreliable and often crashed page load times increased significantly during peak hours Additionally, after piloting, the outcomes did not justify the cost Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C037616,1,"friends recommended another tool with simpler workflows Additionally, downtimes happened right before our deliverables downtimes happened right before our deliverables Additionally, reports took too long to generate for leadership meetings integrations with other tools were limited and brittle Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C044721,1,"<p>they had a more flexible contract and transparent billing Additionally, my tickets stayed open for weeks without clear updates after piloting, the outcomes did not justify the cost Additionally, after piloting, the outcomes did not justify the cost Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.</p>"
C080429,1,"<p>I needed proactive guidance but only received scripted replies Additionally, after piloting, the outcomes did not justify the cost downtimes happened right before our deliverables Additionally, integrations with other tools were limited and brittle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.</p>"
C064840,1,"competitors offered a similar plan at a lower monthly rate Additionally, pricing felt too high for the features I actually used downtimes happened right before our deliverables Additionally, competitors offered a similar plan at a lower monthly rate Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C016432,1,"downtimes happened right before our deliverables Additionally, my tickets stayed open for weeks without clear updates initial setup was complicated and poorly documented Additionally, sync jobs failed randomly and required manual reruns we used only a small subset of the product capabilities Additionally, pricing felt too high for the features I actually used Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C028015,1,"we got a bundled offer that included priority support Additionally, we used only a small subset of the product capabilities key features were missing for my workflow and team Additionally, the value for money did not feel right after the first few months Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C086886,1,"account migration from our old system had errors Additionally, friends recommended another tool with simpler workflows sync jobs failed randomly and required manual reruns Additionally, my tickets stayed open for weeks without clear updates Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C084891,1,"page load times increased significantly during peak hours Additionally, pricing felt too high for the features I actually used we used only a small subset of the product capabilities Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C093012,1,"<p>my tickets stayed open for weeks without clear updates Additionally, account migration from our old system had errors training resources were generic and not role specific Additionally, support response times were slow during critical issues Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.</p>"
C046613,1,"I needed proactive guidance but only received scripted replies Additionally, I needed proactive guidance but only received scripted replies integrations with other tools were limited and brittle Additionally, friends recommended another tool with simpler workflows Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C017470,1,"friends recommended another tool with simpler workflows Additionally, sync jobs failed randomly and required manual reruns downtimes happened right before our deliverables Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C035421,1,"<p>the value for money did not feel right after the first few months Additionally, the interface felt cluttered and confusing for new users friends recommended another tool with simpler workflows Additionally, handoffs between agents made me repeat the same details Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.</p>"
C033945,1,"downtimes happened right before our deliverables Additionally, integrations with other tools were limited and brittle training resources were generic and not role specific Additionally, competitors offered a similar plan at a lower monthly rate Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C045462,1,"mobile experience was unreliable and often crashed Additionally, we got a bundled offer that included priority support the value for money did not feel right after the first few months Additionally, competitors offered a similar plan at a lower monthly rate Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C005308,1,"we could not secure budget for the next cycle Additionally, it took weeks before we were confident with the basics competitors offered a similar plan at a lower monthly rate Additionally, pricing felt too high for the features I actually used downtimes happened right before our deliverables Additionally, mobile experience was unreliable and often crashed Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C001971,1,"reports took too long to generate for leadership meetings Additionally, they had a more flexible contract and transparent billing initial setup was complicated and poorly documented Additionally, we got a bundled offer that included priority support Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C080515,1,"  initial setup was complicated and poorly documented Additionally, the ROI for our team was unclear and hard to measure they had a more flexible contract and transparent billing Additionally, integrations with other tools were limited and brittle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay. 😕   "
C047407,0,reports took too long
C029787,1,"competitors offered a similar plan at a lower monthly rate Additionally, pricing felt too high for the features I actually used handoffs between agents made me repeat the same details Additionally, the value for money did not feel right after the first few months Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C024795,1,"account migration from our old system had errors Additionally, we could not secure budget for the next cycle pricing felt too high for the features I actually used Additionally, key features were missing for my workflow and team friends recommended another tool with simpler workflows Additionally, the value for money did not feel right after the first few months Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C027036,1,"page load times increased significantly during peak hours Additionally, a competitor offered better analytics and clean dashboards a competitor offered better analytics and clean dashboards Additionally, key features were missing for my workflow and team Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C009449,1,"it took weeks before we were confident with the basics Additionally, training resources were generic and not role specific friends recommended another tool with simpler workflows Additionally, support response times were slow during critical issues Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
XC016611,1,"friends recommended another tool with simpler workflows Additionally, handoffs between agents made me repeat the same details competitors offered a similar plan at a lower monthly rate Additionally, a competitor offered better analytics and clean dashboards Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C089766,1,"integrations with other tools were limited and brittle Additionally, mobile experience was unreliable and often crashed training resources were generic and not role specific Additionally, handoffs between agents made me repeat the same details Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C012547,1,"support response times were slow during critical issues Additionally, page load times increased significantly during peak hours mobile experience was unreliable and often crashed Additionally, the value for money did not feel right after the first few months we used only a small subset of the product capabilities Additionally, after piloting, the outcomes did not justify the cost Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C004563,1,"after piloting, the outcomes did not justify the cost Additionally, key features were missing for my workflow and team support response times were slow during critical issues Additionally, the interface felt cluttered and confusing for new users Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C058737,1,"we used only a small subset of the product capabilities Additionally, friends recommended another tool with simpler workflows page load times increased significantly during peak hours Additionally, integrations with other tools were limited and brittle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C051542,Yes,"sync jobs failed randomly and required manual reruns Additionally, downtimes happened right before our deliverables we got a bundled offer that included priority support Additionally, sync jobs failed randomly and required manual reruns Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C084860,1,"  sync jobs failed randomly and required manual reruns Additionally, we got a bundled offer that included priority support a competitor offered better analytics and clean dashboards Additionally, I needed proactive guidance but only received scripted replies Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay. 😕   "
C034641,1,"page load times increased significantly during peak hours Additionally, page load times increased significantly during peak hours support response times were slow during critical issues Additionally, we got a bundled offer that included priority support Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C031518,1,"<p>account migration from our old system had errors Additionally, discounts were inconsistent and the renewal price surprised me reports took too long to generate for leadership meetings Additionally, mobile experience was unreliable and often crashed Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.</p>"
C080998,1,NULL
C006049,1,"we could not secure budget for the next cycle Additionally, page load times increased significantly during peak hours it took weeks before we were confident with the basics Additionally, friends recommended another tool with simpler workflows competitors offered a similar plan at a lower monthly rate Additionally, it took weeks before we were confident with the basics Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C082062,1,"integrations with other tools were limited and brittle Additionally, reports took too long to generate for leadership meetings friends recommended another tool with simpler workflows Additionally, integrations with other tools were limited and brittle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C085477,0,"it took weeks before we were confident with the basics Additionally, competitors offered a similar plan at a lower monthly rate downtimes happened right before our deliverables Additionally, key features were missing for my workflow and team Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C075477,1,"competitors offered a similar plan at a lower monthly rate Additionally, the value for money did not feel right after the first few months page load times increased significantly during peak hours Additionally, I needed proactive guidance but only received scripted replies Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C044342,1,"handoffs between agents made me repeat the same details Additionally, they had a more flexible contract and transparent billing it took weeks before we were confident with the basics Additionally, account migration from our old system had errors Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C069962,1,"training resources were generic and not role specific Additionally, my tickets stayed open for weeks without clear updates mobile experience was unreliable and often crashed Additionally, integrations with other tools were limited and brittle discounts were inconsistent and the renewal price surprised me Additionally, integrations with other tools were limited and brittle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C063283,1,"training resources were generic and not role specific Additionally, the value for money did not feel right after the first few months sync jobs failed randomly and required manual reruns Additionally, a competitor offered better analytics and clean dashboards Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C060299,Yes,"discounts were inconsistent and the renewal price surprised me Additionally, pricing felt too high for the features I actually used we could not secure budget for the next cycle Additionally, a competitor offered better analytics and clean dashboards Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C093056,0,na
C081697,Yes,"the ROI for our team was unclear and hard to measure Additionally, a competitor offered better analytics and clean dashboards competitors offered a similar plan at a lower monthly rate Additionally, reports took too long to generate for leadership meetings handoffs between agents made me repeat the same details Additionally, I needed proactive guidance but only received scripted replies Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C030670,1,"account migration from our old system had errors Additionally, downtimes happened right before our deliverables we could not secure budget for the next cycle Additionally, I needed proactive guidance but only received scripted replies I needed proactive guidance but only received scripted replies Additionally, account migration from our old system had errors Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C043246,1,"the ROI for our team was unclear and hard to measure Additionally, the ROI for our team was unclear and hard to measure handoffs between agents made me repeat the same details Additionally, I needed proactive guidance but only received scripted replies downtimes happened right before our deliverables Additionally, mobile experience was unreliable and often crashed Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C038232,1,"the ROI for our team was unclear and hard to measure Additionally, page load times increased significantly during peak hours downtimes happened right before our deliverables Additionally, downtimes happened right before our deliverables account migration from our old system had errors Additionally, account migration from our old system had errors Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C090642,No,"my tickets stayed open for weeks without clear updates Additionally, I needed proactive guidance but only received scripted replies integrations with other tools were limited and brittle Additionally, my tickets stayed open for weeks without clear updates Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C072887,0,"initial setup was complicated and poorly documented Additionally, it took weeks before we were confident with the basics my tickets stayed open for weeks without clear updates Additionally, I needed proactive guidance but only received scripted replies Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C025437,1,"after piloting, the outcomes did not justify the cost Additionally, initial setup was complicated and poorly documented it took weeks before we were confident with the basics Additionally, discounts were inconsistent and the renewal price surprised me Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C060511,1,"we used only a small subset of the product capabilities Additionally, after piloting, the outcomes did not justify the cost training resources were generic and not role specific Additionally, the ROI for our team was unclear and hard to measure page load times increased significantly during peak hours Additionally, handoffs between agents made me repeat the same details Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C037027,Yes,"support response times were slow during critical issues Additionally, it took weeks before we were confident with the basics mobile experience was unreliable and often crashed Additionally, after piloting, the outcomes did not justify the cost it took weeks before we were confident with the basics Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C036151,1,"the interface felt cluttered and confusing for new users Additionally, friends recommended another tool with simpler workflows we got a bundled offer that included priority support Additionally, a competitor offered better analytics and clean dashboards Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C017366,1,"the value for money did not feel right after the first few months Additionally, reports took too long to generate for leadership meetings the interface felt cluttered and confusing for new users Additionally, mobile experience was unreliable and often crashed it took weeks before we were confident with the basics Additionally, friends recommended another tool with simpler workflows Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C072008,1,"the ROI for our team was unclear and hard to measure Additionally, I needed proactive guidance but only received scripted replies it took weeks before we were confident with the basics Additionally, mobile experience was unreliable and often crashed page load times increased significantly during peak hours Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C038213,1,"account migration from our old system had errors Additionally, support response times were slow during critical issues downtimes happened right before our deliverables Additionally, I needed proactive guidance but only received scripted replies we got a bundled offer that included priority support Additionally, the interface felt cluttered and confusing for new users Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C083330,1,"support response times were slow during critical issues Additionally, integrations with other tools were limited and brittle we used only a small subset of the product capabilities Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C077453,1,"after piloting, the outcomes did not justify the cost Additionally, sync jobs failed randomly and required manual reruns account migration from our old system had errors Additionally, initial setup was complicated and poorly documented mobile experience was unreliable and often crashed Additionally, competitors offered a similar plan at a lower monthly rate Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C055004,1,"page load times increased significantly during peak hours Additionally, training resources were generic and not role specific mobile experience was unreliable and often crashed Additionally, handoffs between agents made me repeat the same details Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C049181,1,"handoffs between agents made me repeat the same details Additionally, the value for money did not feel right after the first few months key features were missing for my workflow and team Additionally, after piloting, the outcomes did not justify the cost Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C005044,1,"downtimes happened right before our deliverables Additionally, integrations with other tools were limited and brittle they had a more flexible contract and transparent billing Additionally, handoffs between agents made me repeat the same details Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C062895,0,"competitors offered a similar plan at a lower monthly rate Additionally, support response times were slow during critical issues page load times increased significantly during peak hours Additionally, it took weeks before we were confident with the basics Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C045627,1,"it took weeks before we were confident with the basics Additionally, initial setup was complicated and poorly documented we could not secure budget for the next cycle Additionally, integrations with other tools were limited and brittle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C057230,1,friends recommended another tool with simpler workflows
C070895,1,"reports took too long to generate for leadership meetings Additionally, handoffs between agents made me repeat the same details initial setup was complicated and poorly documented Additionally, discounts were inconsistent and the renewal price surprised me Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C002894,No,"key features were missing for my workflow and team Additionally, sync jobs failed randomly and required manual reruns support response times were slow during critical issues Additionally, we could not secure budget for the next cycle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C032029,1,"  <p>sync jobs failed randomly and required manual reruns Additionally, key features were missing for my workflow and team integrations with other tools were limited and brittle Additionally, reports took too long to generate for leadership meetings we got a bundled offer that included priority support Additionally, a competitor offered better analytics and clean dashboards Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.</p> 😕   "
C047143,1,"page load times increased significantly during peak hours Additionally, after piloting, the outcomes did not justify the cost key features were missing for my workflow and team Additionally, we got a bundled offer that included priority support I needed proactive guidance but only received scripted replies Additionally, the ROI for our team was unclear and hard to measure Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C081872,1,"the value for money did not feel right after the first few months Additionally, we got a bundled offer that included priority support we got a bundled offer that included priority support Additionally, support response times were slow during critical issues Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C019341,1,na
C023956,1,"sync jobs failed randomly and required manual reruns Additionally, key features were missing for my workflow and team mobile experience was unreliable and often crashed Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C062788,1,"the ROI for our team was unclear and hard to measure Additionally, my tickets stayed open for weeks without clear updates we got a bundled offer that included priority support Additionally, they had a more flexible contract and transparent billing Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C018994,Yes,"the interface felt cluttered and confusing for new users Additionally, they had a more flexible contract and transparent billing downtimes happened right before our deliverables Additionally, they had a more flexible contract and transparent billing Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C071384,1,"From my perspective,"
C005212,1,N/A
C029776,1,"handoffs between agents made me repeat the same details Additionally, a competitor offered better analytics and clean dashboards friends recommended another tool with simpler workflows Additionally, we used only a small subset of the product capabilities Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C076784,1,"support response times were slow during critical issues Additionally, it took weeks before we were confident with the basics we could not secure budget for the next cycle Additionally, it took weeks before we were confident with the basics Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C062041,1,"training resources were generic and not role specific Additionally, the ROI for our team was unclear and hard to measure I needed proactive guidance but only received scripted replies Additionally, we could not secure budget for the next cycle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C053288,No,"support response times were slow during critical issues Additionally, key features were missing for my workflow and team key features were missing for my workflow and team Additionally, a competitor offered better analytics and clean dashboards Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C008117,1,friends recommended another
C024872,1,"handoffs between agents made me repeat the same details Additionally, the interface felt cluttered and confusing for new users the ROI for our team was unclear and hard to measure Additionally, key features were missing for my workflow and team friends recommended another tool with simpler workflows Additionally, training resources were generic and not role specific Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C037484,1,"friends recommended another tool with simpler workflows Additionally, I needed proactive guidance but only received scripted replies support response times were slow during critical issues Additionally, I needed proactive guidance but only received scripted replies Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C050521,1,"training resources were generic and not role specific Additionally, pricing felt too high for the features I actually used we could not secure budget for the next cycle Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C094639,1,"discounts were inconsistent and the renewal price surprised me Additionally, mobile experience was unreliable and often crashed handoffs between agents made me repeat the same details Additionally, the ROI for our team was unclear and hard to measure Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C081810,0,
C000247,1,"we could not secure budget for the next cycle Additionally, they had a more flexible contract and transparent billing I needed proactive guidance but only received scripted replies Additionally, downtimes happened right before our deliverables it took weeks before we were confident with the basics Additionally, support response times were slow during critical issues Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C030545,Yes,"pricing felt too high for the features I actually used Additionally, friends recommended another tool with simpler workflows a competitor offered better analytics and clean dashboards Additionally, key features were missing for my workflow and team Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C000611,1,"after piloting, the outcomes did not justify the cost Additionally, I needed proactive guidance but only received scripted replies account migration from our old system had errors Additionally, pricing felt too high for the features I actually used Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C053239,0,reports took
C011168,1,"  key features were missing for my workflow and team Additionally, the interface felt cluttered and confusing for new users after piloting, the outcomes did not justify the cost Additionally, downtimes happened right before our deliverables Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay. 😕   "
C051666,1,"after piloting, the outcomes did not justify the cost Additionally, they had a more flexible contract and transparent billing we got a bundled offer that included priority support Additionally, account migration from our old system had errors page load times increased significantly during peak hours Additionally, I needed proactive guidance but only received scripted replies Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C020487,Yes,"mobile experience was unreliable and often crashed Additionally, reports took too long to generate for leadership meetings it took weeks before we were confident with the basics Additionally, initial setup was complicated and poorly documented handoffs between agents made me repeat the same details Additionally, we got a bundled offer that included priority support Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C075917,1,"friends recommended another tool with simpler workflows Additionally, the ROI for our team was unclear and hard to measure training resources were generic and not role specific Additionally, discounts were inconsistent and the renewal price surprised me Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C022015,1,"mobile experience was unreliable and often crashed Additionally, discounts were inconsistent and the renewal price surprised me discounts were inconsistent and the renewal price surprised me Additionally, we got a bundled offer that included priority support handoffs between agents made me repeat the same details Additionally, I needed proactive guidance but only received scripted replies Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C085817,1,"initial setup was complicated and poorly documented Additionally, they had a more flexible contract and transparent billing page load times increased significantly during peak hours Additionally, I needed proactive guidance but only received scripted replies the interface felt cluttered and confusing for new users Additionally, pricing felt too high for the features I actually used Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C025648,1,"competitors offered a similar plan at a lower monthly rate Additionally, I needed proactive guidance but only received scripted replies it took weeks before we were confident with the basics Additionally, my tickets stayed open for weeks without clear updates Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C031094,1,"pricing felt too high for the features I actually used Additionally, the ROI for our team was unclear and hard to measure we could not secure budget for the next cycle Additionally, key features were missing for my workflow and team support response times were slow during critical issues Additionally, the ROI for our team was unclear and hard to measure Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C078425,,"sync jobs failed randomly and required manual reruns Additionally, integrations with other tools were limited and brittle the ROI for our team was unclear and hard to measure Additionally, competitors offered a similar plan at a lower monthly rate my tickets stayed open for weeks without clear updates Additionally, the interface felt cluttered and confusing for new users Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C045076,0,"I needed proactive guidance but only received scripted replies Additionally, friends recommended another tool with simpler workflows we could not secure budget for the next cycle Additionally, my tickets stayed open for weeks without clear updates Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C010983,1,"a competitor offered better analytics and clean dashboards Additionally, the interface felt cluttered and confusing for new users we could not secure budget for the next cycle Additionally, the value for money did not feel right after the first few months Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C067249,1,mobile experience was unreliable and
C080697,1,"the ROI for our team was unclear and hard to measure Additionally, the value for money did not feel right after the first few months account migration from our old system had errors Additionally, support response times were slow during critical issues Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C075170,1,"the value for money did not feel right after the first few months Additionally, the value for money did not feel right after the first few months handoffs between agents made me repeat the same details Additionally, friends recommended another tool with simpler workflows the ROI for our team was unclear and hard to measure Additionally, page load times increased significantly during peak hours Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C050921,1,"they had a more flexible contract and transparent billing Additionally, they had a more flexible contract and transparent billing downtimes happened right before our deliverables Additionally, after piloting, the outcomes did not justify the cost Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C039135,1,"the value for money did not feel right after the first few months Additionally, friends recommended another tool with simpler workflows sync jobs failed randomly and required manual reruns Additionally, I needed proactive guidance but only received scripted replies Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C025033,1,"initial setup was complicated and poorly documented Additionally, a competitor offered better analytics and clean dashboards they had a more flexible contract and transparent billing Additionally, pricing felt too high for the features I actually used handoffs between agents made me repeat the same details Additionally, pricing felt too high for the features I actually used Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C053381,0,"we got a bundled offer that included priority support Additionally, page load times increased significantly during peak hours downtimes happened right before our deliverables Additionally, after piloting, the outcomes did not justify the cost key features were missing for my workflow and team Additionally, a competitor offered better analytics and clean dashboards Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C028097,0,"  they had a more flexible contract and transparent billing Additionally, we got a bundled offer that included priority support initial setup was complicated and poorly documented Additionally, friends recommended another tool with simpler workflows Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay. 😕   "
XC030702,No,"we used only a small subset of the product capabilities Additionally, pricing felt too high for the features I actually used the value for money did not feel right after the first few months Additionally, discounts were inconsistent and the renewal price surprised me Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C027425,0,"my tickets stayed open for weeks without clear updates Additionally, my tickets stayed open for weeks without clear updates account migration from our old system had errors Additionally, we got a bundled offer that included priority support page load times increased significantly during peak hours Additionally, pricing felt too high for the features I actually used Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C025192,1,"page load times increased significantly during peak hours Additionally, competitors offered a similar plan at a lower monthly rate after piloting, the outcomes did not justify the cost Additionally, discounts were inconsistent and the renewal price surprised me Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C085295,1,"a competitor offered better analytics and clean dashboards Additionally, after piloting, the outcomes did not justify the cost account migration from our old system had errors Additionally, we could not secure budget for the next cycle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C063635,1,"the ROI for our team was unclear and hard to measure Additionally, after piloting, the outcomes did not justify the cost a competitor offered better analytics and clean dashboards Additionally, we got a bundled offer that included priority support competitors offered a similar plan at a lower monthly rate Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C006261,1,"the value for money did not feel right after the first few months Additionally, handoffs between agents made me repeat the same details training resources were generic and not role specific Additionally, it took weeks before we were confident with the basics Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C014384,1,we
C083980,1,"training resources were generic and not role specific Additionally, handoffs between agents made me repeat the same details page load times increased significantly during peak hours Additionally, pricing felt too high for the features I actually used Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C049686,1,"account migration from our old system had errors Additionally, integrations with other tools were limited and brittle reports took too long to generate for leadership meetings Additionally, friends recommended another tool with simpler workflows Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C025633,0,I needed proactive
C077993,0,"account migration from our old system had errors Additionally, my tickets stayed open for weeks without clear updates we could not secure budget for the next cycle Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C089675,1,"page load times increased significantly during peak hours Additionally, the interface felt cluttered and confusing for new users I needed proactive guidance but only received scripted replies Additionally, support response times were slow during critical issues Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C076042,1,"we used only a small subset of the product capabilities Additionally, discounts were inconsistent and the renewal price surprised me the interface felt cluttered and confusing for new users Additionally, mobile experience was unreliable and often crashed Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C006169,0,"discounts were inconsistent and the renewal price surprised me Additionally, sync jobs failed randomly and required manual reruns initial setup was complicated and poorly documented Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C013374,1,"<p>the ROI for our team was unclear and hard to measure Additionally, support response times were slow during critical issues support response times were slow during critical issues Additionally, account migration from our old system had errors discounts were inconsistent and the renewal price surprised me Additionally, key features were missing for my workflow and team Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.</p>"
