Customer_ID,Age,Gender,Region,Tenure_Months,Subscription_Type,Monthly_Spend,Support_Tickets,Churn_Flag,Signup_Date
C022620,25,Female,Central,80,basic,19.39,2,0,16-02-2023
C022621,36,Male,Central,114,PRM,43.44,2,0,07-02-2023
C022622,28,Male,East,73,Premium,40.5,1,1,13-10-2020
C022623,24,Female,South,36,Enterprise,80.06,1,0,28-02-2023
C022624,55,Female,East,77,Premium,72.81,1,0,25-11-2019
C022625,48,Male,Est,81,Premium,39.93,1,1,24-02-2021
C022626,41,M,Central,75,Premium,64.83,1,1,02-04-2024
C022627,39,Female,Central,48,premium,68.69,0,0,27-07-2025
C022628,28, fem ,Central-,112,Basic,9.03,0,1,30-03-2019
C022629,26,Female,Sth,52,Standard,36.47,0,0,26-02-2025
C022630,18, fem ,West,46,Premium,96.05,0,0,17-09-2021
C022631,25,F,North,4,Standard,16.72,1,0,10-04-2022
C022632,39,male,South,93,mid,23.59,3,0,02-01-2021
C022633,35, m ,East,100,Premium,60.1,2,0,28-07-2022
C022634,30,male,CENTRAL,12,Basic,9.22,3,0,31-12-2019
C022635,27,Female, Central-  ,20,Basic,₹5.21,0,0,30-10-2024
C022636,54,Male,   West ,106,Basic,12.43,0,0,04-09-2019
C022637,50,Female,North,33,Premium,₹77.80,1,0,17-07-2021
C022638,27,Female,North,96,Enterprise,111.2,0,No,18-04-2019
C022639,33,Male,West,2,Standard,32.17,0,Yes,22-10-2023
C022640,35,Female,Central,61,Basic,17.94,2,0,21-12-2023
C022641,30,Male,East,70,Premium,57.02,0,0,02-07-2020
C022642,49,Male,East,74,Basic,11.49,2,0,05-01-2022
C022643,39,Male,West,73,Premium,66.03,1,0,16-01-2025
C022644,18,Male,Nrt,100,mid,16.43,1,0,20-07-2023
C022645,48,Male,East,108,Basic,10.88,1,0,27-05-2021
C022646,35,Female,South,19, Standard  ,35.1,2,0,28-07-2023
C022647,18,Non-binary,North,70,Basic,8.29,1,0,23-01-2021
C022648,32,Female,South,1,Standard,35.53,3,0,20-05-2019
C022649,30,FEMALE,West,118,starter,16.73,2,1,25-11-2021
C022650,25,Male,Central,85,Premium,90.91,1,0,08-12-2022
C022651,37,Male,North,79,Standard,38.38,3,0,12-01-2021
C022652,25,MALE ,North,115,Basic,5.75,2,0,22-02-2023
C022653,37,Female,East,16,premium,95.73,1,0,25-08-2025
C022654,34,Male,West,82,premium,83.91,1,No,01-05-2024
c022655,61,female,West,84,Standard,20.65,0,0,06-02-2019
C022656,52, fem ,Central,54,Basic,15.64,5,0,11-01-2022
C022657,31,Female,West,112,starter,19.09,2,1,23-12-2023
C022658,34,FEMALE,North,112,Premium,₹56.66,1,0,23-11-2019
C022659,34,Male,Central,118,Basic,7.32,1,0,31-07-2023
C022660,30,MALE ,East,13,Basic,10.17,2,1,12-01-2019
C022661,40,Female,West,100,Basic,12.28,1,0,23-07-2021
C022662,28, fem ,Nrt,17,Basic,15.27,1,0,15-10-2019
C022663,40,M,East,23, pro ,38.05,2,No,29-07-2019
C022664,18,Non-binary,East,55,mid,22.44,2,No,27-11-2020
C022665,24,Female,West,44, Corporate  ,88.87,2,0,10-05-2022
C022666,51,Male,Central,96,BASIC,15.25,1,0,19-05-2024
C022667,37,Male,South,1,premium,52.2,0,0,30-12-2022
C022668,31,Female,South,15,Premium,89.43,1,0,24-06-2024
C022669,40,Female,North,68,Standard,35.84,1,0,28-10-2022
C022670,43,female,Central,113,Premium,₹74.66,1,0,07-01-2025
C022671,48,Female,East,10,Standard,21.41,1,0,20-03-2022
C022672,18,Male,North,49,mid,17.67,1,0,10-08-2023
C022673,18,  m   ,East,88,Basic,13.15,2,0,10-01-2021
C022674,38, male  ,North,52,Basic,16.35,3,0,07-24-2020
C022675,36,Female,West,17,Premium,56.83,1,0,04-12-2023
C022676,42,Female,Central,73,Standard,19.43,1,0,28-05-2022
C022677,27,Male,West,30,Standard,₹18.17,2,0,19-04-2022
C022678,37,Male,North,4, pro ,15.64,0,0,28-12-2022
C022679,18,Male,East,78,Basic,16.46,1,0,13-02-2019
C022680,31,Male,North,50,Standard,34.62,1,1,12-07-2020
C022681,51,Male,South,75,Enterprise,144.99,0,0,08-05-2022
C022682,19, m ,North,67,Standard,15.87,3,0,17-02-2023
C022683,46,Male, South,43,Premium,70.06,2,0,23-10-2019
C022684,28,M,East,14,Premium,55.31,1,0,15-07-2019
C022685,41,Male,West,91,Standard,29.96,0,0,01-28-2025
C022686,20,MALE ,Central,79,Basic,10.94,1,0,05-01-2023
C022687,42,Prefer not to say,South,23, premium  ,55.01,2,0,11-12-2022
C022688,18,Male,South,35,Basic,₹14.12,1,Yes,15-09-2020
C022689,49,male,CENTRAL,16,Premium,53.83,1,No,08-08-2021
C022690,31,Female,Ctr,67,Premium,39.1,1,0,13-03-2020
C022691,45,Male,Central,68,BASIC,8.59,1,0,23-08-2020
C022692,40,Male,East,78,Premium,86.75,1,0,11-03-2020
C022693,38,Female,South,31,Premium,94.85,2,1,24-12-2020
C022694,48,Male,East,96,Premium,77.79,2,No,03-08-2020
C022695,53,Male,Central,90,premium,92.24,2,Yes,09-06-2020
C022696,30,MALE ,West,112,premium,97.34,1,No,23-08-2022
C022697,28,Male,North,313,standard,17.05,4,1,10-04-2023
C022698,33,Female,East,30,Basic,6.88,3,0,27-07-2020
C022699,39,Non-binary,East,79,Standard,34.7,2,0,25-04-2021
C022700,34,Female,South,48,starter,₹8.60,1,1,23-08-2023
C022701,18,Male,NORTH,119,Premium,46.15,1,1,15-01-2025
C022702,19,Male,South,92,Basic,16.2,1,0,22-07-2024
C022703,27,Male,East,74,Basic,15.25,0,0,04-04-2022
C022704,36,Male,Est,105,Premium,38.78,1,0,12-02-2023
C022705,33,Female,SOUTH,93,entry,10.76,3,1,22-07-2024
C022706,50,Female,West,114, STD  ,15.26,4,No,30-11-2023
C022707,27,Male,East,67,Standard,30.09,0,0,10-04-2021
C022708,38,MALE ,North,103,Premium,45.88,2,0,30-03-2021
C022709,24,Female,South,96,Standard,21.84,0,0,07-11-2024
C022710,38,Female,East,79,Standard,26.28,3,0,10-02-2025
C022711,42,Male,Central-,5,Premium,35.47,2,Yes,10-02-2025
C022712,27,Male,Central,26,Basic,8.22,4,1,27-06-2020
C022713,35,Male,Central,18,Basic,₹17.40,1,No,09-01-2025
C022714,55,Female,South,97,Standard,21.6,0,0,01-05-2024
C022715,27,Male,North,74,Standard,37.55,0,0,07-11-2023
C022716,28,Female,East,6,Standard,19.39,1,0,06-03-2021
C022717,47,Male,West,42,Premium,96.14,1,0,05-04-2024
C022718,27, Male  ,East,112,Standard,25.1,1,0,06-08-2019
C022719,42,Female,WEST,104,basic,5.87,1,0,23-11-2022
C022720,26,Female,East,30,Basic,16.33,3,0,20-10-2019
C022721,40,female,   West ,115,Premium,99.74,0,0,29-10-2024
C022722,29,Male,East,40,gold,85.56,1,0,05-11-2024
C022723,46,Male,North,55,Basic,5.21,0,0,31-12-2024
C022724,35,male,South,19, Premium  ,₹82.46,1,0,22-11-2020
C022725,31,female,Sth,90,standard,16.62,2,0,25-12-2022
C022726,40,Male, South  ,103,Basic,5.06,0,0,31-05-2020
C022727,33,Female,Ctr,90,Premium,86.51,1,0,17-11-2024 00:00
C022728,31,Male,West,101,entry,10.72,1,0,15-01-2022
C022729,18,female,North,12,Standard,27.76,0,0,25-11-2020
C022730,54, fem ,East,59,Basic,7.41,2,0,05-28-2020
C022731,36,Female,North,108,Standard,39.43,0,0,10-11-2019
C022732,46,MALE ,East,1,Standard,34.31,3,0,24-10-2024
C022733,26,Female,   West ,86,Basic,₹16.70,3,Yes,29-04-2019
C022734,22,Male,South,45,Basic,₹15.85,1,0,31-12-2026
C022735,18,Female,North,68,Standard,₹16.04,0,Yes,21-09-2019
C022736,24,male,   West ,17,Basic,14.86,0,0,14-05-2019
C022737,29,Female,Central,32,Basic,6.77,0,0,23-05-2021
C022738,34,Male,Central,6,Standard,23.07,0,0,17-04-2022
C022739,31,Male,West,45,Standard,36.04,1,0,09-03-2023
C022740,20,Female,Central,53,Standard,32.44,2,0,30-10-2023
C022741,41,FEMALE,South,112,Enterprise,235.47,2,0,25-07-2021
C022742,20,Male,East,79,Standard,31.12,1,1,29-09-2020
C022743,26,Male,East,77,Standard,20.02,0,0,17-09-2024
C022744,45,Female,South,81,Premium,97.34,3,0,22-07-2022
C022745,43,Male,Wst,49,Standard,20.37,1,0,02-11-2024
C022746,26,Male,South,8,Basic,10.72,3,No,22-08-2023
C022747,25,Male,East,2,Premium,52.55,0,No,15-12-2022
C022748,33,Male,South,52,Basic,10.76,0,0,18-09-2022
C022749,50,Female,West,21,Basic,19.73,1,0,02-05-2025
C022750,44,Male,West,30,entry,8.15,1,0,27-01-2024
C022751,47, female  ,SOUTH,103,Basic,19.4,0,0,23-02-2025
C022752,123,Female,Central,15,premium,89.88,1,0,22-02-2023
C022753,30,Male,Central,84,Basic,12.1,1,0,17-03-2020
C022754,24,Non-binary,South,29,Standard,16.85,2,Yes,14-07-2020
C022755,18,Female,East,85,Basic,17.6,2,1,04-09-2021
C022756,35,male,East,28,Basic,6.8,2,0,15-11-2020
C022757,49,Male,East,55,Basic,14.59,2,0,24-03-2024
C022758,31,Female,North,46,Premium,87.89,2,0,06-03-2022
C022759,44,Male,South,115,Basic,9.52,1,0,24-07-2025
C022760,46,Female,East,107,Basic,₹11.85,1,0,07-06-2020
C022761,34,F,Wst,97,Basic,₹14.05,0,0,30-05-2022
C022762,38,Female,West,18,Basic,11.29,0,0,19-06-2024
C022763,41,Male,EAST,12,STD,28.67,0,0,17-03-2019
C022764,40,Non-binary,North,76,Basic,17.25,0,0,19-01-2023
C022765,26,Female,North,49,Standard,26.28,1,0,04-01-2023
C022766,31,,West,20,Standard,₹15.61,0,1,01-08-2023
C022767,55,Female,North,74,starter,13.75,1,0,01-06-2025
C022768,50,Female,South,49,Basic,7.85,4,0,19-05-2021
C022769,21,Male,East,7,Standard,37.9,1,0,26-09-2023
C022770,38,Female,West,104,Basic,7.55,1,Yes,05-03-2023
C022771,31,Female,WEST,107,Basic,7.85,2,1,05-12-2021
C022772,38,Female,East,42,Premium,57.25,1,1,12-12-2021
C022773,41,female,South,113,Premium,₹95.54,1,0,01-22-2020
C022774,29,Female,South,118,Basic,8.84,1,0,10-08-2019 00:00
C022775,37,FEMALE,CENTRAL,50,Basic,₹12.07,0,0,31-07-2021
C022776,48,Male,South,86,Premium,84.18,2,0,02-04-2021
C022777,42,Male,North,27,Basic,10.75,0,0,12-07-2021
C022778,40,Male,South,52,Premium,81.14,2,0,22-03-2023
C022779,28,Female,North,45,standard,25.35,0,1,30-03-2021
C022780,48,Female,South,110,Premium,₹86.22,1,0,02-08-2025
C022781,37,Non-binary,West,64,Basic,19.27,3,0,16-08-2025
C022782,41,Female,   West ,51,Basic,8.12,2,1,03-08-2022
C022783,43,Female,West,83,Standard,22.76,1,1,05-11-2024
C022784,44,Female,North,30,Premium,79.33,0,0,24-07-2025
C022785,41,Male,South,92,PRM,52.39,0,0,31-08-2021
C022786,44,Male,South,38,Standard,29.07,1,1,09-19-2024
C022787,46,Female, South,15,premium,76.52,3,0,04-01-2021
C022788,38,Male,Central-,103,basic,7.77,2,0,29-07-2020
C022789,24,Non-binary,North,16,Basic,11.03,1,0,15-01-2020
C022790,30,Male,East,74,Premium,74.56,2,0,14-11-2022
C022791,27,Male,South,24,Basic,₹7.54,2,0,03-11-2023
C022792,19,Male,WEST,90,Enterprise,212.13,1,0,15-08-2023
C022793,38,Female, South,76,PRM,58.54,2,0,05-11-2022
C022794,25,Male,South,99,Basic,8.84,1,1,14-10-2019
C022795,34,Female,Est,34,Standard,₹32.46,0,0,18-03-2020
C022796,34,Male,West,3,Premium,48.09,0,Yes,05-08-2020
C022797,43,Male,Est,49,premium,65.22,1,0,02-01-2025
C022798,26,Male, East  ,29,Standard,28.88,2,0,30-09-2021
C22799 ,45,Male,West,96,entry,19.75,1,0,05-18-2021
C022800,23,Female,Central,79,Basic,16.15,0,1,03-08-2021
C022801,47,MALE ,North,4,Standard,19.12,0,0,06-05-2019
C022802,21,Female,Central,22,Premium,77.92,1,0,20-11-2023
C022803,55,Male,East,40,Premium,63.13,2,Yes,08-09-2022
C022804,35,Female,East,13,Premium,43.24,2,0,04-11-2021
C022805,38,Female,North,88,Premium,85.96,3,1,05-01-2024
C022806,18,female,East,60,Basic,14.47,0,0,25-03-2020
C022807,36,Prefer not to say,East,2,Basic,18.94,3,0,19-06-2020
C022808,29,Male,Central,102,Basic,19.43,1,Yes,14-05-2019
C022809,43,Male,North,12,Basic,13.75,3,1,28-11-2019
C022810,30,Female,CENTRAL,20,Standard,₹38.94,3,No,23-04-2019
C022811,34,Female,North,55,basic,11.34,0,0,06-08-2020
C022812,38,Male,EAST,32,entry,₹12.46,2,0,23-10-2024
C022813,18,FEMALE,South,37,entry,10.23,3,1,03-04-2022
C022814,30,Female,South,54,Enterprise,246.97,0,0,15-11-2023
C022815,25,Female,West,20,Premium,80.12,3,1,07-02-2019
C022816,30,Male,West,114,standard,33.64,1,0,17-12-2024
C022817,27,Female,North,89,Standard,38.55,0,Yes,06-01-2020
C022818,33,Female,South,104,Basic,15.59,2,Yes,31-07-2019
C022819,29,Male,-,15,-,65.31,1,0,20-08-2025
C022820,28, fem ,Central,10,Basic,12.29,1,Yes,22-02-2025
C022821,46,F,North,119,Basic,19.77,0,0,22-11-2021
C022822,33,Female,West,51,Enterprise,119.13,0,0,28-06-2021
C022823,44,Female,North,76,Standard,23.86,1,Yes,31-05-2024
C022824,45,Female,   West ,25,Premium,53.31,4,0,22-12-2024
C022825,19,Female, Central  ,3,Premium,56.84,3,0,17-06-2025
C022826,25,Female,North,63,BASIC,14.4,2,0,18-10-2022
C022827,30,Male,South,116,Standard,16.03,0,0,12-04-2025
C022828,19,Female,East,23,Enterprise,160.91,0,0,17-09-2022
C022829,28,Male,West,49,Standard,27.41,1,1,06-04-2019
C022830,36, m ,Central,45,Basic,10.85,1,No,25-12-2022
C022831,50,Female,Sth,7,Basic,7.51,1,1,07-04-2020
C022832,39,Male,East,37, pro ,17.1,3,0,31-08-2024
C022833,46,Female,South,74,Basic,19.47,1,0,13-03-2025
C22834 ,41,Male,East,61,Standard,₹39.79,3,0,04-08-2023
C022835,46,FEMALE,North,118,Enterprise,168.79,0,0,26-08-2024
C022836,50,Female,Central,4,STD,29.86,0,1,16-02-2024
C022837,18,Male,South,91,Standard,₹35.49,1,0,21-02-2025
C022838,23,Female,West,27,Premium,39.16,1,0,07-06-2024
C022839,59, m ,South,18,Standard,27.8,0,0,04-04-2024
C022840,44,Female,East,86,Basic,19.93,1,0,28-02-2021
C022841,34,Female,Central,65,premium,76.69,2,1,12-02-2024
C022842,25,M,South,91,STD,30.45,0,No,09-06-2023
C022843,36,F,East,75,mid,29.08,1,0,03-02-2021
C022844,38,female,South,49,mid,35.24,0,0,11-07-2022
C022845,22,M,East,85,Enterprise,157.99,0,0,23-10-2019
C022846,22,MALE ,South,27,Basic,16.95,3,0,07-06-2020
C022847,19,Male,Sth,3,PRM,88,2,0,24-01-2023
C022848,37,Female,North,109,Standard,36.61,1,1,23-08-2024
C022849,49, m ,Est,49,Enterprise,105.6,0,0,11-10-2021
C022850,45,Female,North,117,Standard,35.96,2,0,04-10-2025
C022851,21,Male,South,11,Basic,10.77,0,0,30-06-2024
C022852,37,FEMALE,East,1,Basic,18.6,4,0,20-05-2022
C022853,34,Male,North,14,gold,39.88,1,0,27-02-2022
C022854,39, fem ,North,113,Enterprise,₹81.13,3,0,20-12-2022
C022855,24,Male,East,73,premium,₹97.12,1,0,05-11-2020
C022856,42,Male,West,111,Standard,23.83,0,0,07-04-2019
C022857,31, m ,South,4,mid,21.47,2,0,11-06-2020
C022858,29,Female,North,78,Premium,45.3,0,1,03-04-2019
C022859,43,Female,East,113,Standard,37.22,1,1,22-04-2022
C022860,18,Male,West,13,standard,20.22,0,0,14-05-2022
C022861,30, fem ,East,82,Basic,15.78,0,0,10-11-2021
C022862,51,Female,CENTRAL,49,Premium,76.14,1,0,07-05-2019
C022863,39,Female,Central-,81,Basic,19.05,1,0,23-05-2022
C022864,42,Male,West,108,Basic,6.37,1,0,01-05-2023
C022865,29,Female,North,87,Basic,12.94,2,0,19-07-2024
C022866,45,Male,Central,88,Standard,16.84,0,0,05-10-2019
C022867,43,Female,East,111,gold,₹82.24,2,0,17-11-2021
C022868,35,Female,East,90,Premium,86.44,2,0,06-07-2021
C022869,36,Female,North,67,Standard,15.02,1,0,31-01-2024
C022870,18, m ,South,31,standard,27.65,1,No,01-11-2020
C022871,21,M,East,89,Basic,₹6.96,3,0,10-03-2020
C022872,30,Female,Central,1,Standard,29.23,1,0,03-02-2023
C22873 ,29,Female,   West ,113,Standard,24.04,1,0,21-07-2025
C022874,45,female,North,17,Premium,₹82.41,2,0,11-08-2019
C022875,0,Male,   West ,5,Standard,33.55,1,0,30-09-2019
C022876,35,Female,North,50,standard,22.64,0,0,18-09-2019
C022877,31, m ,East,89,Premium,50.85,2,0,06-05-2021
C022878,29,female,East,58,Premium,80.27,0,0,30-01-2024
C022879,27,Male,North,90,Basic,18.76,1,0,19-09-2023
C022880,23,Female,Central,102,Premium,97.62,1,0,14-06-2020
C022881,33,M,West,108,Premium,59.75,1,0,21-02-2022
C022882,25,Female,West,64, Basic  ,14.77,1,0,15-08-2021
C022883,35,Male,South,20,Standard,16.49,2,0,13-01-2019
C022884,25,Female,East,26,STD,20.96,1,0,22-03-2022
C022885,25,Male,Central,120,Premium,55.35,1,0,07-01-2019
C022886,42,M,West,22,Standard,19.03,1,0,26-06-2024
C022887,39,Male,West,80,Premium,73.53,1,0,28-06-2024
C022888,18,Female,Central,12,PRM,48.09,2,0,14-12-2021
C022889,32,Male,Central,54,Premium,77.01,1,0,24-12-2019
C022890,22,Male,West,92,Enterprise,82.98,1,0,20-01-2021
C022891,40,Male,South,93,Premium,52.03,1,0,20-01-2021
C022892,26,Male,Central,86,Standard,34.54,1,0,29-05-2024
C022893,49,Male,South,106,Standard,₹39.04,2,1,06-11-2019
C022894,40,Female,Sth,21,premium,72.82,1,Yes,31-07-2020
C022895,27,Male,SOUTH,68,Standard,36.76,0,0,30-07-2023
C022896,18, m ,West,66,BASIC,₹5.12,1,Yes,23-05-2025
C022897,33,Non-binary,Central,13,STD,25.28,1,0,26-11-2019
C022898,21,male,South,101,Standard,₹30.98,3,0,11-05-2019
C022899,23,Male,East,92,Standard,24.66,2,0,23-01-2024
C022900,29,Male,East,91,Enterprise,₹81.11,0,0,19-05-2021
C022901,0,Male,South,57,Standard,21.16,1,1,04-09-2023
C022902,38,Male,West,31,Premium,49.1,0,Yes,22-06-2024
C022903,30, MALE   ,South,83,Basic,19.53,0,0,02-04-2021
C022904,34, Male  ,Central,62,Standard,29.47,1,0,20-08-2020
C022905,47,Female,West,25,Premium,92.31,1,Yes,26-02-2020
C022906,42,Female,CENTRAL,29,Standard,26.36,3,0,31-12-2020
C022907,43,Male,Central,77,Standard,38.93,0,0,06-05-2025
c022908,32,Female,South,115,Basic,10.31,2,0,09-04-2019 00:00
C022909,18,Female,Ctr,74,Basic,13.86,2,0,12-04-2021
C022910,33,Female,Central,107,Basic,10.57,0,0,15-03-2019
C022911,50,Female,South,107,STD,39.2,0,Yes,06-05-2023
C022912,26,Female,East,51,Basic,7.3,2,0,31-05-2021
C022913,43,female,North,26,Basic,17.94,0,1,22-12-2020
C022914,41,Female,Sth,111,Basic,18.71,2,0,08-07-2023
C022915,18,Male, West  ,41,Standard,21.13,5,0,16-08-2021
C022916,57,Female,South,109,Standard,33.48,0,0,01-08-2025
C022917,35,Male,North,105,Standard,24.57,1,0,23-03-2025
C022918,36,Female,South,17,Standard,₹23.23,1,0,11-05-2021
C022919,45,Male,South,13,Basic,5.28,3,1,12-09-2023
C022920,18,Male,East,99,Standard,₹20.48,1,1,02-05-2023
C022921,41, fem ,Central,43,Standard,35.53,1,0,21-11-2024
C022922,25,Male,North,20,Basic,9.76,2,0,24-09-2022
C022923,29,Male,   West ,56,Premium,67.11,0,0,18-06-2023
C022924,38,Female, South  ,11,Standard,23.14,0,0,31-10-2024
C022925,32,Female,West,57,mid,29,1,1,24-11-2022
C022926,34,female,South,26,Standard,21.42,0,0,15-09-2021
C022927,22,Male,North,43,Basic,12,3,0,25-08-2019
C022928,26,M,East,41,basic,₹7.47,0,0,30-01-2020
C022929,33,Male,East,33,Premium,76.1,0,No,26-05-2020
C022930,26,Female,South,2,Standard,37.11,1,0,05-08-2024
C022931,52,Female,South,120,mid,24.67,0,0,21-08-2023
C022932,60,Male,North,45,premium,79.79,1,0,15-10-2021
C022933,38,Male,Central,58,STD,₹24.30,0,0,08-08-2023
C022934,19,Non-binary,East,18,Basic,15,0,0,18-06-2023
C022935,33,Female,South,66,Standard,32.58,1,0,15-12-2023
C022936,26,Male,Central,104,Basic,7.07,0,0,17-01-2025
C022937,22,Female,East,21,Basic,17.2,2,0,20-12-2023
C022938,48, fem ,East,21,Basic,6.86,0,No,09-09-2021
C022939,41,Non-binary,East,59,basic,₹17.16,3,0,26-10-2024
C022940,29,Prefer not to say,Central,10,Corporate,224.7,2,0,28-07-2023
C022941,35,Female,North,101,Premium,₹54.98,1,0,16-07-2025
C022942,53, m ,East,87,Standard,36.2,0,1,19-04-2024
c022943,39,Male,South,54,Standard,16.77,0,0,14-12-2020
C022944,45,Female,North,4,Basic,7.68,2,0,01-03-2022
C022945,44,Male,South,112,PRM,46.32,2,0,15-01-2019
C022946,43,Female,West,119,Standard,24.66,0,0,07-04-2022
C022947,26,Male,West,58,BASIC,7.81,0,1,22-05-2022
C022948,49,Female,WEST,100,gold,72.78,0,0,25-03-2023
C022949,30,MALE , West  ,103,Premium,96.72,2,1,23-01-2020
C022950,25,Male,West,46, pro ,₹27.82,0,0,16-08-2022
C022951,47,M,Central,108,Premium,52.49,2,0,15-03-2019
C022952,29,Female,South,109,Standard,38.81,0,1,22-05-2025
C022953,39,Female,North,50,Corporate,157.17,1,0,17-04-2025
C022954,35, fem ,East,87,Basic,9.71,1,0,28-05-2023
C022955,55,Male,East,30,Basic,10.8,1,0,08-12-2024
C022956,39,Male,Central,29,Enterprise,171.24,2,0,30-11-2023
C022957,31,Female,South,79,Standard,18.11,1,0,10-02-2023
C022958,25, Female  ,South,-13,Enterprise,₹125.57,1,0,14-09-2020
C022959,24,F,North,36,Premium,42.55,0,0,13-02-2021
C022960,26,Male,North,110,mid,₹24.40,1,0,15-10-2020
C022961,42,Female,NORTH,111,Enterprise,179,1,0,06-04-2023
C022962,36,Female,Nrt,120,Premium,₹47.17,1,0,24-06-2023
C022963,25,Male,Sth,85,Basic,₹9.01,1,0,17-03-2023
C022964,52,Female,East,117,Premium,85.22,3,1,14-06-2022 00:00
C022965,21, m ,East,12,Premium,91.14,2,0,19-10-2019
C022966,44,Non-binary,North,46,gold,74.27,2,No,29-06-2022
C022967,36,Male,East,19,Premium,95.89,1,No,08-06-2022
C022968,34,Male,Central,33,Basic,₹18.65,1,1,17-06-2021
C022969,38,Male,West,117,Standard,37.97,1,0,16-03-2023
C022970,41,MALE ,Central-,103,Premium,66.19,1,0,16-09-2023
C022971,49, Male  ,West,84,premium,₹99.47,0,0,03-10-2023
C022972,0,Male,Nrt,104,Basic,8,1,0,10-01-2023
C022973,18,Male,NORTH,9,Premium,53.89,0,0,04-08-2024
C022974,20,Female,South,59,Premium,69.31,1,0,14-01-2020
C022975,18,Female,East,24,Enterprise,147.02,0,0,08-10-2023
C022976,39,Male,North,50,PRM,40.86,0,0,08-12-2023
C022977,48,FEMALE,Central,60,premium,82.99,3,0,01-01-2019
C022978,34,M,West,2,standard,₹24.90,1,1,18-05-2020
C022979,36,Female,West,115,basic,11.53,2,0,08-08-2023
C022980,50,Male,Nrt,108,Basic,16.23,2,0,25-03-2023
C022981,31,Female,East,-9,Basic,15.05,3,0,11-01-2019
C022982,28,Female,Central,92,starter,5.21,0,0,29-03-2021
C022983,36,Male,South,48,Premium,49,0,0,09-03-2025
C022984,45,Male,Central,57,Basic,15.3,1,0,11-27-2021
C022985,32,F,Sth,102,basic,13.53,0,0,09-10-2019
C022986,48,F,Central,89,Premium,65.02,1,0,11-06-2019
C022987,29,MALE ,West,75,Basic,5.08,1,0,30-06-2024
C022988,39,Male,North,75,Premium,47.38,0,0,13-12-2019
C022989,59,Male, South,8, pro ,19.71,1,Yes,06-08-2025
C022990,43,MALE ,EAST,73,Basic,6,0,No,28-10-2024
C022991,32,Female,South,22,Basic,13.97,0,Yes,03-08-2022
C022992,47,Male,Central,110,Premium,84.72,2,0,16-04-2023
C022993,47,Female,North,112,Premium,57.08,1,0,24-02-2020
C022994,50,Female,South,83,Standard,33.12,0,0,08-09-2024
C022995,36,Female,East,55,Basic,16.04,1,0,01-08-2025
C022996,18,Female,East,91,Standard,19.68,1,No,19-02-2023
C022997,35,Female,Central,61,Premium,91.32,2,0,03-08-2022
C022998,37,Male,West,65,Premium,87.45,1,0,10-04-2025
C022999,47,Female,Central,303,Standard,25.88,1,0,13-06-2019
C023000,22, fem ,East,4,STD,₹19.93,0,1,25-10-2024 00:00
C023001,21,Male,Central,86,mid,35.9,1,0,25-04-2023
C023002,28,M,SOUTH,79,Basic,11.8,2,0,08-07-2022
C023003,31,Male,East,27, Standard  ,23.08,3,1,17-08-2022
C023004,37,Female,Est,20,Standard,23.78,0,0,09-02-2020 00:00
C023005,39,Male,Central-,57,Premium,43.16,1,Yes,08-05-2020
C023006,26,Male,West,103,Basic,12.96,0,0,25-03-2023
C023007,26,Female,WEST,106,basic,10.07,3,0,02-01-2019
C023008,24,Male,Central,99, Premium  ,81.03,1,No,09-05-2019
C023009,51,Female,North,17,Basic,15.63,0,No,30-03-2023
C023010,36,Female,WEST,83,Standard,27.1,1,1,19-03-2023
C023011,38,Female,East,67, pro ,29.66,0,0,30-08-2022
C023012,37,FEMALE,South,94,Standard,37.85,3,0,22-02-2023
C023013,27,MALE ,Central,99,Premium,₹46.62,3,0,21-01-2019
C023014,35,Female,West,47,Basic,17.11,0,0,13-02-2020
C023015,31,Non-binary,Central,28,Basic,8.6,3,1,10-03-2025
C023016,26,Female,West,44,mid,21.22,2,0,06-09-2019
C023017,34,nonbinary,East,17,Standard,23.63,3,0,25-03-2024
C023018,37,Male,North,106,Standard,18.15,2,0,03-02-2025
C023019,30,Female,North,43,Premium,72.44,0,0,13-10-2023
C023020,38,female,   West ,34,Standard,27.53,2,0,26-02-2019
C023021,48,Female,West,85,Standard,29.32,0,1,11-06-2023
C023022,32,Male,Central,112,Premium,67.96,0,0,15-04-2025
C023023,50,female,East,93,Basic,₹5.82,2,0,19-05-2024
C023024,54,Female,North,2,Standard,21.28,0,0,03-11-2022
C023025,42,Female,South,76,Basic,16.8,1,1,15-03-2022
C023026,48,Female,North,50,Basic,8.19,3,0,17-06-2020
C023027,33,Male,East,87,Standard,28.96,1,0,13-09-2024
C023028,41,Female,East,51,Basic,5.21,1,0,02-16-2021
C023029,45, fem ,WEST,61,STD,19.16,0,1,12-17-2020
C023030,26,Female,South,45,Standard,38.46,1,1,02-06-2021
C023031,47,Female,West,92,Standard,17.5,2,0,19-07-2025
C023032,29, fem ,EAST,111,Standard,22.58,0,0,08-02-2022
C023033,40,male,East,65,standard,27.59,0,0,07-07-2019
C023034,37,Prefer not to say,North,104,Premium,72.15,3,0,11-02-2024
C023035,31,Male,North,104,PRM,48.32,1,0,14-12-2023
C023036,28,Male,North,86,Standard,23.36,1,1,04-02-2024
C023037,19, m ,North,80,Standard,18.94,1,0,14-09-2019
C023038,34,Male,Sth,76,Premium,₹51.53,2,Yes,30-10-2024
C023039,53, Non-binary  ,Est,94,Standard,27.15,2,Yes,11-12-2024
